,title,store,sells,price
383,"""QIN多亲ai 1S+全网通直板移动联通电信4G学生老人机小米有品手机""",爱萌萌521,766.0,299.0
384,"""QIN多亲ai 1S+全网通直板移动联通电信4G学生老人机小米有品手机""",爱萌萌521,766.0,299.0
385,"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全网通正品4G""",金猪立业,759.0,920.0
386,"""纽万F1移动联通法拉利直板小汽车儿童学生个性机迷你卡通备用手机""",郑州诚龙,755.0,50.0
387,"""Nokia/诺基亚5000超长待机直板移动4G老年人按键学生戒网老人手机""",璇璇花卉,749.0,88.0
388,"""全网通4G天语T2S移动联通电信版女超薄老人机超长待机正品按键直板老年手机大屏大字大声天翼功能小学生备用""",科音数码专营店,748.0,39.0
389,"""现货华为honor/荣耀 荣耀Play3手机官方旗舰荣耀piay3 荣耀paly3e""",wezebaba,745.0,557.0
390,"""BlackBerry/黑莓 Priv安卓曲面屏滑盖键盘移动联通4G商务智能手机""",鸿锋贸易,742.0,698.0
391,"""【4G全网通】天语移动联通电信版老人机超长待机男女超薄按键直板老年手机大屏大字天翼经典款诺基亚三星华为""",鑫睿诚数码专营店,740.0,118.0
392,"""飞利浦E218L翻盖双屏老年手机男女款移动按键大屏大字大声老人机""",tb1185352_2012,739.0,225.0
393,"""Meizu/魅族 魅蓝3S双卡双待NOTE2移动联通4Gmx5安卓智能3网通手机""",雅雅小发,738.0,112.0
394,"""Meizu/魅族 魅蓝3S双卡双待NOTE2移动联通4Gmx5安卓智能3网通手机""",雅雅小发,738.0,112.0
395,"""Philips/飞利浦 E259S 翻盖老人机大字大声大屏超长待机老年手机移动双卡双待按键学生备用机飞利浦手机""",苏宁易购官方旗舰店,737.0,288.0
396,"""诺基亚老年手机大声大字超长待机大屏全网通电信联通4G直板老人机""",tb4109449_2011,736.0,106.0
397,"""Philips飞利浦 E289老人机超长待机老年手机移动联通电信版备用机大屏大字大声功能机4G全网通""",苏宁易购官方旗舰店,734.0,338.0
398,"""分期免息Apple/苹.果 i.Phone SE 全新5se国行5s正品三网通4G手机""",柏利威,731.0,830.0
399,"""现货Samsung/三星GALAXY S9+港版美版S9三网通4G全曲面屏防水手机""",环慧数码,726.0,1858.0
400,"""Meizu/魅族 MX5指纹解锁魅蓝NOTE2双网智能手机5.5大屏3S全网通4G""",雅雅小发,722.0,89.0
401,"""vivo Y93手机通4G vivoy97美颜拍照  面部解锁 vivo手机 智能手机""",可可数码汇,717.0,800.0
402,"""【包顺丰送豪礼】honor/荣耀 荣耀9全网通 高配尊享版 128g手机""",liudong977236819,716.0,789.0
403,"""Sony/索尼 F8332 Xperia XZ 索尼XZ日版高通820移动联通双4G手机""",忠达企业,713.0,240.0
404,"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全新4G正品7p""",潮牌一线女装,712.0,940.0
405,"""正品P9水滴屏全网通4G学生价游戏超薄安卓大字大声超长待机智能手机送小米鼠荣耀oppo华为vivo耳机DOOV/朵唯""",捷信时代数码专营店,712.0,489.0
406,"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全新4G正品7p""",潮牌一线女装,712.0,940.0
407,"""4G全网通皓轩老人老年手机超长待机大屏大字大声正品语音王简单版省钱移动联通电信机中国女款学生人可爱""",皓轩宏泰盛专卖店,711.0,69.0
408,"""分期Apple/lphone 6s Plus 苹/果6sp苹.果6s国行正品全网通4G手机""",浅浅搭依_小店,708.0,880.0
409,"""超薄诺基亚5310XM直板备用手机按键功能戒网学生经典怀旧老年机""",卓尔优数码,705.0,114.0
410,"""华为C2829天翼电信4G老人手机经典直板按键学生备用电信老年机""",阿滨eason,699.0,25.0
411,"""【现货当天发 顺丰包邮】Huawei/华为 麦芒7全面屏全网通智能手机官方旗舰店官网正品nova3E 3I华为麦芒5 6 8""",久汇数码专营店,697.0,998.0
412,"""诺基亚老人手机全网通4G老人机超长待机移动联通电信4G大字老年机""",易购时代配件行,696.0,105.0
413,"""【12期免息】Sony索尼手机Xperia 1智能旗舰4K高清三摄拍照录影4G游戏骁龙855双卡双待手机""",sony手机官方旗舰店,695.0,5199.0
414,"""Huawei/华为 P20 Pro全面屏徕卡三摄全网通6g运行正品手机降价P20""",tfwz0,693.0,1538.0
415,"""R20八核128G水滴屏全网通4G学生价游戏超薄安卓大字大声超长待机智能手机送小米鼠荣耀oppo华为vivo耳机SAILF""",捷路通数码专营店,692.0,398.0
416,"""IVVI P60(i8)水滴全面屏大屏超薄指纹游戏学生价安卓智能手机正品""",q718042883,688.0,358.0
417,"""4G版儿童手机小学生直板可爱男女款迷你备用卡片手机龙贝尔 K100""",泉兴时尚数码店,687.0,99.0
418,"""【填登录手机号】28.7/月百度网盘超级会员3个月SVIP季卡自动充值""",百度网盘旗舰店,686.0,86.0
419,"""【可减240元+当天发】华为honor/荣耀Play3手机全网通plya3e官方旗舰店官网新款piay3全新正品新荣耀paly3""",广东电信亿品汇专卖店,678.0,539.0
420,"""【直降500 享24期免息】vivo NEX 3高通骁龙855Plus处理器游戏屏幕指纹手机旗舰vivonex3 vivonex nex3限量版""",vivo官方旗舰店,676.0,4498.0
421,"""Samsung/三星 galaxy note8三星盖乐世港版三星Note8全新港版手机""",中国酷数码,675.0,1758.0
422,"""【购机送权益礼包】华为旗下HONOR/荣耀畅玩8智能手机全新官网正品大屏青春学生老人手机官方旗舰店全新正品""",荣耀官方旗舰店,674.0,599.0
423,"""Xiaomi/小米 红米Note 4X note4x全网通4G八核指纹智能手机双卡""",手机数码连锁店,673.0,379.0
424,"""正品纽曼4G全网通军工三防老年手机超长待机老人手机大字大屏大声老人机电信移动版老年机三星华为诺基亚经典""",鑫睿诚数码专营店,669.0,98.0
425,"""路虎军工老人大容量电池三防智能手机超长待机全网通4G大声音防水""",昊天3c数码,669.0,195.02
426,"""vivo X7全网通原装手机4G八核智能手机vivox9 vivoX6S vivox7Plus""",石金将,668.0,528.0
427,"""创星N1X新款2019迷你小手机4G智能机小屏超薄超小特小微型个性学生男女袖珍备用卡片机抖音同款网红手机触屏""",米凌数码专营店,668.0,288.0
428,"""天语HD1分期免息学生价4G游戏智能6g运行十128g新手机全面屏老人大字大屏老年4.7寸电信版老年人大声24期专用""",东亿民华数码专营店,666.0,599.0
429,"""Samsung/三星 GALAXY S8 全网通 S8港版港行+曲屏手机 S8美版现货""",廉诚通讯特许经营店,664.0,1260.0
430,"""硕王 S3老人机超长待机4G全网通正品军工三防老年机大屏大字大声直板按键移动联通电信版学生功能老年人手机""",网能恒业数码专营店,663.0,59.0
431,"""【包顺丰送豪礼】Huawei/华为 P10/P10plus 尊贵高配全网通4G手机""",liudong977236819,662.0,889.0
432,"""诺基亚老人机手机全网通超长待机大屏大声大字老年人中兴电信版4G""",优e正品,660.0,106.0
433,"""BlackBerry/黑莓 Classic Q20 BB10全键盘智能三网电信4G智能手机""",根根黑莓数码,658.0,229.0
434,"""分期免息 Huawei/华为 nova 2s全网通4G智能指纹人脸全面屏手机""",御猫科技88,658.0,910.8
435,"""Philips/飞利浦 E171L 直板老人机大字大声大屏超长待机老年手机男女款移动联通版按键学生备用功能机""",维佳数码专营店,655.0,148.0
436,"""移动联通女士翻盖老人手机女款大字大声老年机学生手机京凯达A370""",engnet,650.0,85.0
437,"""正品老人手机大屏大字声老年机超长待机移动电信全网通4G智能手机""",中国网络电子商城,650.0,248.0
438,"""关爱心G2儿童手机卡片小学生手机只可以打电话迷你卡通可爱超薄非智能移动电信版男女初中生专用戒网瘾小手机""",关爱心弗瑞尔专卖店,646.0,68.0
439,"""vivo X9全网通5.5英寸指纹面部解锁正品美颜智能vivoX20X9S手机""",tb382897_00,637.0,680.0
440,"""【年货节优惠1300元】Samsung/三星Galaxy A80 SM-GA8050 180°翻转三摄前后4800万像素全面屏智能手机""",三星官方旗舰店,636.0,2799.0
441,"""Huawei/华为 Mate 9 全网通4G 官方正品全新智能手机降价 mate9""",韩流来袭000,628.0,858.0
442,"""Huawei/华为 nova 青春版全网通4G全新学生美颜畅享7老人手机""",qq13543318164,625.0,458.0
443,"""【折叠屏现货】Samsung/三星 Galaxy Fold 折叠屏手机 韩版5G手机""",北京盛华威科技有限公司,623.0,10759.0
444,"""【年货节优惠1000】Samsung/三星Galaxy A90 5G SM-A9080 骁龙855 游戏智能拍照25W快充官方手机""",三星官方旗舰店,622.0,3999.0
445,"""分期Apple/苹.果6s plus 苹.果6s全新苹.果6splus国行6sp正品手机""",盛励嘉,622.0,850.0
446,"""诺基亚C1-02 按键老人机无摄像头能上网看小说电子书工厂保密手机""",tb27824012,620.0,78.0
447,"""索爱 Z5S超薄翻盖老人机大字体大声中老年商务男女款老人手机超长待机触摸手写双屏定位按键功能正品老年手机""",索爱数码旗舰店,617.0,239.0
448,"""Sony/索尼Xperia X Performance智能mini X Compact XC手机4G正品""",03数码分店,613.0,237.6
449,"""Apple/苹果 iPhone SE128G全网通手机国行se未激活全新正品分期""",皇后范儿啦,613.0,860.0
450,"""YEPEN/誉品 M560 正品4G全网通老年机翻盖手机大屏大字大声老人手机超长待机男女款移动诺基亚学生官方旗舰店""",誉品旗舰店,611.0,99.0
451,"""Huawei/华为 P10 Plus4G全网通 智能p20 双卡双待 原封正品手机""",cococo200005,609.0,849.0
452,"""正品SAILF R20智能手机8核4G全网通双卡双待安卓超薄水滴屏全面屏学生游戏超长待机送vivo小米鼠oppo华为耳机""",硕王鑫基汇专卖店,609.0,398.0
453,"""正品SAILF R20智能手机8核4G全网通双卡双待安卓超薄水滴屏全面屏学生游戏超长待机送vivo小米鼠oppo华为耳机""",硕王鑫基汇专卖店,609.0,398.0
454,"""迅雷白金会员2月卡新用户首充特惠 迅雷vip会员 自动充值填手机号""",福禄网游数卡专营店,607.0,22.0
455,"""honor/荣耀 荣耀play 全网通华为荣耀paly麒麟970游戏手机""",杰森雷特,606.0,990.0
456,"""分期免息Apple/苹.果 i.Phone SE128G美版未激活三网通4G正品手机""",构想与科技同步,604.0,600.0
457,"""BlackBerry/黑莓 Q10智能学生4G 电信三网戒网瘾手机""",数码王子购购购,600.0,400.0
458,"""Huawei/华为 Nexus 6P Nexus6P Google H1511三网通电信4G手机""",老百姓的淘吧,600.0,280.0
459,"""长虹 GA528正品老人手机大字大屏大声音超长待机4G全网通移动电信版直板老年手机联通女功能按键小学生手机""",网能恒业数码专营店,595.0,168.0
460,"""【领卷减20】飞利浦/PHILIPS E515移动联通4G翻盖智能老人手机 大字大声大屏超长待机男女款商务怀旧老年机""",金万吉数码专营店,595.0,479.0
461,"""儿童定位手机移动电信直板按键迷你男女学生戒网可爱卡通4G小手机""",昊天3c数码,594.0,67.62
462,"""朵唯小朵S1智能按键老人手机全网通4G可微信直板联通电信版学生男女备用老年机大屏大字大声超长待机诺基亚""",阿兰贝尔数码专营店,593.0,299.0
463,"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全新正品4G""",白云11212,592.0,930.0
464,"""Meizu/魅族 魅蓝note5全网通双卡4G八核5.5大屏快充指纹手机note3""",福瑞数码2015,591.0,290.0
465,"""分期免息华为 honor/荣耀畅玩6X 全网通高配版 移动联通4G手机""",swzheng168,591.0,418.0
466,"""YEPEN/誉品 Y580电霸军工三防正品大字大声大屏超长待机移动电信老年手机大哥大老人手机直板备用按键老人机""",兴圣宇数码专营店,590.0,118.0
467,"""【4G全网通】Philips/飞利浦E518正品安卓智能微信老人机移动联通电信超长待机大屏大声大字触屏老年学生手机""",异维数码专营店,589.0,449.0
468,"""Huawei/华为 mate9全网通4G 双卡双待指纹解锁 徕卡双摄智能手机""",天安电子数码,588.0,720.0
469,"""老人手机超长待机诺基亚华为机大屏大字大声电信版老年机全网通4G""",tb4109449_2011,587.0,106.0
470,"""正品小辣椒红辣椒9E全面水滴屏8核6+128G全网通4G学生价指纹一体超长待机老年人手机500元以下安卓智能手机""",小辣椒搜客专卖店,585.0,358.0
471,"""[送座充]小辣椒 g109 老年手机超长待机大屏大字大声直板老年机4G全网通移动联通电信版正品男女款备用老人机""",昭华数码专营店,583.0,89.0
472,"""Nokia/诺基亚5230XM直板5233老年触摸屏手写学生智能备用老人手机""",lin19981001,575.0,64.8
473,"""双卡双待移动按键小手机 学生备用机大声音无照相特价活动BIXING""",许642401533,574.0,36.9
474,"""儿童手机初中学小学生生可爱卡通迷你戒网瘾电信女款非智能小按键""",画小猪营业店,570.0,127.0
475,"""Huawei/华为T2010全网通4G老人机移动联通电信版大声大字老年手机""",爱美小姐001,569.0,120.0
476,"""诺基亚老年手机全网通超长待机老人机简单移动联通电信版天翼华为""",映映萍萍,569.0,118.0
477,"""华为honor/荣耀 畅玩6X 畅玩7X全网通移动联通4G智能手机指纹解锁""",xiaoqin_0202,566.0,450.0
478,"""Meizu/魅族 魅蓝note5全网通4G八核5.5大屏智能手机note6 /3魅蓝5""",摩亨通讯,566.0,210.0
479,"""Philips/飞利浦 E288 三防老人手机直板老人机大字大声老年手机军工品质持久续航防尘防摔备用机飞利浦手机""",苏宁易购官方旗舰店,566.0,228.0
480,"""Philips/飞利浦 E288 三防老人手机直板老人机大字大声老年手机军工品质持久续航防尘防摔备用机飞利浦手机""",苏宁易购官方旗舰店,566.0,228.0
481,"""Xiaomi/小米 Redmi K30 5G骁龙855plus 红米k30pro官方尊享5g手机""",69铺小a,563.0,1428.0
482,"""质保2年谷歌/Google pixel 3 xl 手机 原生安卓 pixel 3/3xl 现货""",诚有信未则来,563.0,1459.0
483,"""新款小辣椒P60全网通4GType-c闪充8+128g后1600万双摄像安卓智能学生游戏拍照手机双卡微商多开正品超长待机""",小辣椒缔盟专卖店,562.0,499.0
484,"""正品K-Touch/天语超薄迷你卡片手机移动联通电信全网通4G袖珍学生全面屏超小智能手机同款抖音网红小型安卓最""",鼎峰数码专营店,557.0,389.0
485,"""SMARTISAN/锤子 坚果 Pro 2 坚果3全面屏 指纹面部解锁手机 Pro2s""",新时代一个人也很好,556.0,666.0
486,"""纽曼 M6正品老人机超长待机移动联通版直板老年手机大屏大字大声音女款学生迷你按键超薄备用诺基亚功能手机""",创于佳讯数码专营店,552.0,178.0
487,"""华为honor/荣耀 畅玩7X 全网通高配版移动联通电信4G人脸解锁手机""",w桂容,550.0,568.0
488,"""减480realme Q手机官方正品opporealmex青春版手机realmeq x2pro""",wezebaba,546.0,897.2
489,"""Philips/飞利浦 E108 长待手机男女款双卡时尚新款上班用无摄像头备用机按键老年机直板功机小学生迷你老人机""",飞利浦手机官方旗舰店,545.0,89.0
490,"""【赠359元耳机 6日享24期免息】vivo NEX 3 5G高通骁龙855Plus游戏屏幕指纹手机旗舰vivonex3 nex 5g手机""",苏宁易购官方旗舰店,544.0,4998.0
491,"""皓轩 H5军工三防老人机超长待机女款大屏大字大声直板按键移动电信版老年手机正品学生功能天翼备用小手机""",皓轩赛罗敷专卖店,543.0,39.0
492,"""亏本冲量】华为honor/荣耀 荣耀畅玩8A 全面屏C正品畅玩8手机7a7x""",诚亨通讯,540.0,448.0
493,"""Meizu/魅族 魅蓝note3全网通4g note5/6大屏老人智能2手机魅蓝5/6""",朱猪商贸,539.0,235.0
494,"""Xiaomi/小米4手机2Sc电信全网通4G安卓智能高配3G运行4C原装手机""",wrvin2009,539.0,90.0
495,"""老人机电信版超长待机中国电信天翼CDMA直板大声学生按键老年手机""",浪漫满屋馆1314,530.0,95.0
496,"""老人机电信版超长待机中国电信天翼CDMA直板大声学生按键老年手机""",浪漫满屋馆1314,530.0,95.0
497,"""三星S3600c翻盖按键移动联通电信CDMA手机大声大字老人学生备用机""",多一点88,528.0,119.0
498,"""Philips/飞利浦 E186A 正品男女老年手机大字大屏大声老人手机 学生儿童备用老年机超长待机移动2G老人机""",飞利浦手机官方旗舰店,525.0,149.0
499,"""【立减200】realme X2 realmex2手机超薄限量版realme官方旗舰店官网大师版realmex青春版q pro""",问鼎数码专营店,525.0,1299.0
500,"""电信移动联通老人机4G百元智能手机 全网通4G Coolpad/酷派 5270""",好再来_旗舰店,524.0,100.0
501,"""四卡四待手机4卡4待一机多卡撸羊毛多卡多待语音王ZTG/中天语 Z18""",hongwei1906,524.0,68.0
502,"""Xiaomi/小米 红米4X 4A 6A 5A全网通4G双卡老人学生智能手机正品""",深圳通讯数码有限公司,523.0,199.0
503,"""全网通4G老人机超长待机大字大声移动联通电信版三网通老年人手机""",先科手机网店,522.0,88.0
504,"""Huawei/华为 P20徕卡三摄 全面屏P20Pro 6G运行内存原封正品手机""",tb80281453885,521.0,1558.0
505,"""澳乐达A5儿童小学生手机移动电信版卡通可爱迷你卡片直板老人手机""",杭州网购988,519.0,68.0
506,"""现货速发 Huawei/华为 Mate 10 全网通4G保时捷手机mate10 pro""",赵小小配件商城,518.0,983.0
507,"""诺基亚老人手机超薄大字移动双卡翻盖老年机电信超长待机4G老人机""",易购时代配件行,517.0,168.0
508,"""纽曼C5老人机超长待机直板老年手机4G全网通大字大声移动电信版功能学生小手机男女生诺基亚老年机官方旗舰店""",纽曼手机旗舰店,516.0,98.0
509,"""Nokia/诺基亚N86 手机滑盖按键老年人学生备用智能机塞班经典女款""",星杰科技,515.0,218.0
510,"""电信移动4G老人手机直板按键大声大字超长待机学生手机华为C2800""",zhang静静jin,513.0,20.0
511,"""电信移动4G老人手机直板按键大声大字超长待机学生手机华为C2800""",zhang静静jin,513.0,20.0
512,"""女款移动电信版翻盖老年手机按键老人机大字大声小巧超薄锐族 A8L""",锐界数码直销店,512.0,98.0
513,"""BlackBerry/黑莓 Passport 护照q30商务智能手机全键盘银色二代4G""",周梅军,512.0,615.0
514,"""分期Apple/lPhone 6s 全网通6splus苹.果6sp移动64G国行4G手机7""",株洲宝宝,509.0,519.0
515,"""分期免息Apple/苹.果 i.Phone SE 全新5se国行5s正品三网通4G手机""",xwzz1993,508.0,830.0
516,"""Xiaomi/小米 红米4A 5A 6A 4X 3S全网通4G老人学生智能手机正品""",乐申商城,506.0,218.0
517,"""直降350元 华为honor/荣耀 荣耀畅玩8A 畅玩8a手机7a 畅玩7手机""",小城大爱a,506.0,386.06
518,"""雷神加速器3小时steam网游戏加速手游吃鸡神器雷神NN加速填手机号""",红海点卡专营店,506.0,0.8
519,"""P30水滴屏全面屏全网通老人大屏智能游戏学生价手机超薄正品VDVD""",地球上的智商人,503.0,298.0
520,"""Huawei/华为 P20 Pro全网通双卡4g徕卡三摄全面屏6G运存手机正品""",新茂数码,503.0,1518.0
521,"""正品天语Q3C全网通4G男女老人机诺基亚超长待机直板军工三防老年手机大屏大字大声音移动联通电信备用功能机""",天语强宇专卖店,499.0,98.0
522,"""【4G全网通】纽曼F6翻盖手机老人机移动电信非智能按键老年机翻盖机大声大屏大字男款商务女士超长待机诺基亚""",东旭启信数码专营店,498.0,109.0
523,"""DOOV/朵唯A55学生价游戏智能手机刘海全面屏超薄指纹一体全屏全网通4G千元官方旗舰安卓老人老年大字大声V33""",朵唯官方旗舰店,496.0,489.0
524,"""VIIPOO Z5i极点全面屏安卓全网通指纹电信游戏正品学生价智能手机""",海创辉煌数码,494.0,341.04
525,"""BlackBerry/黑莓 KEYONE国行安卓全键盘KEY1移动联通电信4g手机""",xhhongse,493.0,1125.0
526,"""雷神加速器3小时steam网游戏加速手游吃鸡神器雷神NN加速填手机号""",福禄网游数卡专营店,493.0,0.8
527,"""小辣椒手机8C红辣椒多开分身安卓排行榜千元老人机大屏大字大声百元小屏智能1000元以下学生价内存大容量电池""",小辣椒旗舰店,491.0,699.0
528,"""vivo y67全网通手机指纹 vivoy67手机Y66手机美颜拍照VIVO Y67""",诚诚手机通讯,489.0,280.0
529,"""百合/BIHEEC20A百合手机电信版时尚直板按键手机老人机大听筒音量续航能力强超长待机老年手机天翼CDMA旗舰店""",bihee旗舰店,487.0,139.0
530,"""直降450元/HUAWEI 华为畅享10官方旗舰店正品智能新手机畅想9plus""",龙通店,484.0,658.0
531,"""【新品】Philips/飞利浦E218L双屏翻盖老人手机超长待机大字大声大屏移动老年手机备用学生按键老人机""",苏宁易购官方旗舰店,481.0,279.0
532,"""BlackBerry/黑莓 KEYONE国行双卡安卓键盘key1移动联通电信4G手机""",鸿锋贸易,480.0,1130.0
533,"""Xiaomi/小米 红米5 plus note5全面屏红米note 4X 4G学生智能手机""",乾运通讯,478.0,268.0
534,"""Apple/苹.果 i.Phone 5s苹.果手机全网通移动联通电信三网se机""",灿航数码,475.0,299.0
535,"""Samsung/三星 GALAXY Note9 SM-N9600港版三星盖乐世手机正品港行""",中国酷数码,467.0,2468.0
536,"""Samsung/三星 galaxy note8 港版港行美版全网通4G盖乐世全新手机""",tb168882019,466.0,1828.0
537,"""摩托罗拉 V3ie 备用怀旧经典 超薄翻盖老人手机 移动 联通电信卡""",hw391703114,464.0,138.0
538,"""谷歌/Google Pixel 4XL Pixel 4代Pixel 4XL手机2019谷歌新品现货""",光头先僧,463.0,5078.0
539,"""Nokia/诺基亚 230 DS移动电信翻盖老人手机大屏大字大声超长待机""",jinling88666,461.0,198.0
540,"""Samsung/三星 GALAXY S8+港版行全网通曲屏盖世乐原装新正品手机""",随风飞扬y,460.0,1408.0
541,"""vt新款时尚超薄滑盖手机男女商务学生备用按键迷你个性双卡移动4G""",宇小桀,459.0,218.0
542,"""【充电宝功能】皓轩H9军工三防老人机移动联通电信版老年机女款大屏大字大声直板按键学生功能天翼备用小手机""",皓轩福旭专卖店,459.0,89.0
543,"""全网通4G飞利浦E289智能老人机超长待机老年4g手机移动联通电信备用大字大声功能按键学生正品诺基亚小米华为""",和瀛数码专营店,459.0,138.0
544,"""vivo y67全网通4G手机指纹y66超薄大屏全新老年机学生新品VIVOY67""",镰刀斧头t,457.0,340.1
545,"""分期免息Apple/苹.果 SE 未激活5se国行5s正品全网通4G手机备用""",xwzz1993,457.0,830.0
546,"""皓轩（手机） H5三防老人机大字大声直板移动联通电信老年手机学""",大爱百货专售,457.0,38.0
547,"""Philips/飞利浦E219正品 老人手机翻盖机超长待机大字大声大屏双卡双待老年机学生价便宜按键机老年机""",博科雅创数码专营店,456.0,279.0
548,"""ZTE/中兴 K2直板老人机大屏大字大声超长待机移动男女用老年手机""",tb1185352_2012,453.0,135.0
549,"""Coolpad/酷派cool 9正品全面水滴屏全网通4G学生游戏超薄安卓双卡指纹一体拍照老人老年大字超长待机智能手机""",锦万数码专营,452.0,549.0
550,"""【花呗分期现货】Huawei/华为 mate9全网通 mate 9高配智能4G手机""",金彬企业店,452.0,840.0
551,"""Philips飞利浦E171L直板老人机大字大声大屏大按键超长待机老年手机移动联通双卡双待学生备用功能机拍照手电""",赛特佳数码专营店,452.0,188.0
552,"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全网通正品7p""",tb702698251,451.0,920.7
553,"""【购机加赠耳机】OPPO A11 超清AI四摄大内存长续航全面屏学生老人智能手机""",oppo官方旗舰店,449.0,1299.0
554,"""【12期免息】柔宇科技旗舰店/FlexPai柔派/可折叠屏手机高通骁龙855旗舰柔性屏手机Royole RY1201""",柔宇数码旗舰店,448.0,8999.0
555,"""【12期免息】柔宇科技旗舰店/FlexPai柔派/可折叠屏手机高通骁龙855旗舰柔性屏手机Royole RY1201""",柔宇数码旗舰店,448.0,8999.0
556,"""Nokia/诺基亚3100老人手机经典老款直板大按键学生备用超长待机""",tb1528505_2012,447.0,48.0
557,"""vivo X21全面屏智能手机全网通vivox21屏幕指纹版X21手机vivoX20""",唔空摄影,446.0,1010.0
558,"""【新品上市】飞利浦/PHILIPS E258C 直板按键电信2G老人手机老年功能手机""",苏宁易购官方旗舰店,445.0,226.0
559,"""翻盖老人手机移动电信超长待机大声大字大屏按键男女款正品老年机""",偶是胖纸偶骄傲,442.0,99.0
560,"""诺基亚 2220s滑盖按键老人学生小孩备用经典怀旧戒网推拉老年手机""",多一点88,442.0,94.0
561,"""Nokia/诺基亚 X6全网通4G全面屏超长待机新品现货智能手机移动联通电信官方旗舰店正品全新""",四知轩数码专营,442.0,1027.0
562,"""网易uu加速器uu高级会员月卡1个月会员卡30天支持电脑主机手机""",网易uu加速器旗舰店,440.0,30.0
563,"""Xiaomi/小米 红米6 红米6A智能学生手机老人手机红米6 pro三卡槽""",世佳数码店,439.0,488.0
564,"""百度网盘超级会员VIP1个月 极速下载百度云网盘会员SVIP填手机号""",福禄网游数卡专营店,437.0,28.5
565,"""全网通4G军工三防老人机超长待机女款大屏大字大声音量直板按键移动电信版老年机学生功能天翼备用小手机正品""",皓轩福旭专卖店,437.0,89.0
566,"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",柔情沫殇,434.0,855.0
567,"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",柔情沫殇,434.0,855.0
568,"""【填登录手机号】8元/月百度网盘普通会员VIP12个月云盘自动充值""",百度网盘旗舰店,431.0,96.0
569,"""诺基亚105RM-1134直板按键保密小手机1133双卡双待学生老人备用机""",松创数码,429.0,70.0
570,"""现货花呗分期Huawei/华为 Mate 10 全网通4G保时捷手机mate10 pro""",梦品赳赳,426.0,1278.0
571,"""朵唯 X1触屏手写微信QQ全网通4G按键智能小手机电信版直板备用学生价老人手机大字大声老年机超长待机诺基亚""",鼎峰数码专营店,424.0,298.0
572,"""SATREND W88超小迷你儿童学生手机翻盖个性可爱卡通男女袖珍定位""",alsonmeng,424.0,128.0
573,"""畅享10当天发【直降510】HUAWEI 华为畅享10官方正品手机10plus""",深港通信专卖,424.0,798.0
574,"""SATREND W88超小迷你儿童学生手机翻盖个性可爱卡通男女袖珍定位""",alsonmeng,424.0,128.0
575,"""中兴守护宝F6S全网通4G学生价游戏手机全面水滴屏安卓指纹一体手机老人机大屏大声大字超长待机拍照智能手机""",守护宝大秦先锋专卖店,421.0,388.0
576,"""K-Touch/天语 T2正品移动电信版天翼按键直板男女老年手机大屏大字大声老人机超长待机小学生备用类诺基亚""",天语强宇专卖店,421.0,87.0
577,"""小辣椒9X手机多开分身8g运行128g大内存智能学生价千元电信备用游戏小屏幕双卡4g全网通老年老人机官方旗舰店""",小辣椒旗舰店,419.0,899.0
578,"""Xiaomi/小米 红米Note5 6A 4A 4X3S全网通4G老人学生智能手机正品""",深圳通讯数码有限公司,418.0,208.0
579,"""LG其他 LG nexus5 谷歌5 谷歌N5 安卓开发便宜手机 谷歌原生系统""",老百姓的淘吧,417.0,150.0
580,"""迷你手机儿童小手机学生可爱卡通袖珍卡片男女老人机定位移动电信""",一飘1983,417.0,79.0
581,"""coovei K1盲人手机来电报名字读短信全语音王老人手机大字报时""",何人在炅途88,416.0,99.0
582,"""Motorola/摩托罗拉 V3ie翻盖手机超薄老款经典怀旧手机老人手机""",shaoduan89,413.0,85.0
583,"""Motorola/摩托罗拉 V3ie翻盖手机超薄老款经典怀旧手机老人手机""",shaoduan89,413.0,85.0
584,"""Huawei/华为 P20 Pro全面屏徕卡三摄全网通6g运行正品手机降价P20""",qq339446599,412.0,1508.0
585,"""【现货速发】Samsung/三星 Galaxy Fold SM-F9000折叠屏 折屏手机""",whgdm11,411.0,10720.0
586,"""Meizu/魅族 魅蓝note6全网通4G双卡note5/3指纹快充魅蓝E2/5S手机""",烁烁美宜佳,411.0,280.0
587,"""原装正品新款 Nokia/诺基亚106老人机经典官方小手机迷你直板按键怀旧旗舰店老年手机声音大大字大屏学生备用""",瑞德达数码专营店,411.0,139.0
588,"""Apple/苹.果 6s plus 正品6sp苹.果7国行6splus苹.果7 plus手机7P""",华电精工,411.0,850.0
589,"""诺基亚2610直板按键经典老款移动联通老人手机学生功能备用老年机""",阿滨eason,410.0,36.0
590,"""Meizu/魅族魅蓝note6双卡 双待全网通4g老人备用智能手机note5/3""",东赢小说之家,407.0,213.0
591,"""Nokia/诺基亚E72i按键全键盘经典怀旧直板小学生塞班智能备用手机""",cml59500,407.0,143.0
