title,price,store,sells,location,commentcount
"""新款直降200元分期免息Huawei/华为 畅享10 Plus官方旗舰店正品畅想9plus的手机pius价荣耀10plus 2019青春S""",1098.0,"""和来达数码专营店""",708人收货,广东 深圳,542.0
"""朵唯W88 儿童手机小学生可爱卡通男女款定位迷你非智能移动电信版棒棒小孩初中卡片老年老人手机只可以打电话""",78.0,"""纯林伟业数码专营店""",725人收货,广东 深圳,354.0
"""正品 超薄水滴屏安卓大屏游戏4G全网通智能手机电信OWWO/欧沃 X27""",298.0,"""鑫泰达电子科技""",3298人收货,广东 深圳,1474.0
"""正品coolpad/酷派酷玩7c学生价智能手机全网通全面屏游戏新款上市官方旗舰店游戏送适用oppo小米vivo华为耳机""",479.0,"""浩瑜数码专营店""",947人收货,广东 深圳,1525.0
"""正品ivvi P60(i8)学生价4g全面屏安卓大屏游戏电信全网通智能手机""",338.0,"""拓展通讯""",910人收货,广东 深圳,894.0
"""正品ivvi P60(i8)学生价4g全面屏安卓大屏游戏电信全网通智能手机""",348.0,"""拓展通讯""",973人收货,广东 深圳,814.0
"""正品天语Q3全网通4G移动联通电信版男女老人机超长待机军工三防老年手机大屏大字大声音天翼功能小学生备用机""",98.0,"""天语强宇专卖店""",651人收货,广西 桂林,1377.0
"""正品小辣椒红辣椒9E全面水滴屏8核6+128G全网通4G学生价指纹一体超长待机老年人手机500元以下安卓智能手机""",358.0,"""小辣椒搜客专卖店""",597人收货,广东 深圳,585.0
"""正品朵唯小朵S1触屏手写微信QQ全网通4G按键智能手机联通电信版小学生价女款老人手机大字大声老年机超长待机""",298.0,"""鼎峰数码专营店""",686人收货,广东 深圳,1801.0
"""正品直降华为honor/荣耀 荣耀Play3官方千元旗舰手机9x荣耀paly3e""",519.0,"""梅州铭鑫通讯""",737人收货,广东 深圳,889.0
"""正品老人手机大屏大字声老年机超长待机移动电信全网通4G智能手机""",248.0,"""中国网络电子商城""",1110人收货,广东 深圳,650.0
"""正品老人手机大屏大字声老年机超长待机移动电信全网通4G智能手机""",258.0,"""中国网络电子商城""",1096人收货,广东 深圳,614.0
"""现货Xiaomi/小米 Redmi K20 Pro红米k20pro官方旗舰新手机9尊享版""",1288.0,"""绝对诚信qq464547963""",875人收货,广东 深圳,2513.0
"""现货Xiaomi/小米 Redmi K20 Pro红米k20pro官方旗舰新手机尊享版3""",1287.99,"""品牌机批发店""",817人收货,广东 深圳,10846.0
"""现货发顺丰【12期免息】Huawei/华为 P30 Pro曲面屏手机官方旗舰店正品mate20降价nova4e直降新款5i新品上市""",3388.0,"""京合旗舰店""",631人收货,安徽 合肥,815.0
"""现货当天发Xiaomi/小米 Redmi K30 5G红米k30pro官方手机20尊享版""",1437.98,"""绝对诚信qq464547963""",1141人收货,广东 深圳,399.0
"""现货当天发Xiaomi/小米 Redmi K30 5G红米k30pro官方手机20尊享版""",1438.0,"""绝对诚信qq464547963""",1120人收货,广东 深圳,329.0
"""现货直降HUAWEI HUAWEI Mate 30 Pro华为保时捷5G手机mate30prox""",3287.67,"""赛西湖""",573人收货,浙江 杭州,2990.0
"""现货降1600Huawei/华为 Mate 20 Pro UD全面屏保时捷手机mate20x""",1969.0,"""鲁信数码科技公司""",589人收货,河南 郑州,933.0
"""百合BIHEE I100G 移动电信版翻盖老年手机大字大声老人机超长待机""",143.0,"""时创达通讯""",738人收货,广东 深圳,7028.0
"""皓轩 H5军工三防老人机超长待机女款大屏大字大声直板按键移动电信版老年手机正品学生功能天翼备用小手机""",39.0,"""皓轩赛罗敷专卖店""",747人收货,广东 深圳,543.0
"""皓轩（手机）H6老人机超长待机直板女大声按键移动电信老年人手机""",39.0,"""长令科技""",721人收货,广东 深圳,4980.0
"""直降1721+套餐0元 honor/荣耀 荣耀V20 全面屏手机华为荣耀20pro""",1207.0,"""wezebaba""",867人收货,广东 深圳,2267.0
"""直降500元/官网HUAWEI 华为畅享10 plus 官方正品旗舰新手机畅想9""",948.0,"""龙通店""",683人收货,广东 深圳,2864.0
"""直降500元畅享10plus官网HUAWEI 华为畅享10 plus官方旗舰店手机9""",947.05,"""国货平价网""",921人收货,广东 深圳,6420.0
"""直降800】华为honor/荣耀 荣耀20i 全面屏官方新手机荣耀20pro 9x""",857.99,"""龙通店""",815人收货,广东 深圳,9511.0
"""硕王 S3老人机超长待机4G全网通正品军工三防老年机大屏大字大声直板按键移动联通电信版学生功能老年人手机""",69.0,"""硕王益家专卖店""",1163人收货,广东 深圳,2010.0
"""立省500元 新品vivo Z5手机 vivoz5 限量版 z5vivo vivoz5x手机 vivox27 iqoopro nex3 5g x23pro vivo手机""",1398.0,"""三际数码官方旗舰店""",627人收货,山东 济南,3402.0
"""索品 S2 老年手机超长待机按键直板老人手机大屏大字大声移动电信版正品非智能功能机女款学生天翼备用小手机""",45.0,"""索品数码专营店""",651人收货,广东 深圳,13932.0
"""纽曼 F9老年机翻盖手机大屏大字大声音联通4G全网通女老人手机超长待机正品男女款电信版移动戒网学生老人机""",168.0,"""慕尚年华数码专营店""",4605人收货,广东 深圳,96316.0
"""纽曼P308全新水滴屏6.53英寸大屏超薄全网通4G八核安卓手机6+128G内存游戏学生手机老人老年大字双卡智能手机""",388.0,"""锦万数码专营""",594人收货,广东 深圳,489.0
"""纽曼W560儿童手机 小学生可爱卡通男女款超薄迷你非智能移动电信版老人机小孩初中卡片老年手机只可以打电话""",78.0,"""深圳易乐购数码专营店""",4340人收货,广东 深圳,23167.0
"""老人智能手机大字大声大屏老年机电信版联通移动天翼超长待机K-Touch/天语X27便宜学生价手机4g全网通老人机""",369.0,"""博科雅创数码专营店""",1078人收货,广东 深圳,981.0
"""老人智能手机大字大声大屏老年机电信版联通移动天翼超长待机K-Touch/天语X27便宜学生价手机4g全网通老人机""",399.0,"""博科雅创数码专营店""",1050人收货,广东 深圳,956.0
"""花呗分期Apple/iPhone 6splus 苹.果6sp 苹.果6s手机全网通正品4G""",850.0,"""yulong0806""",722人收货,广东 深圳,343.0
"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",670.0,"""维亮灯饰""",714人收货,浙江 杭州,219.0
"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",855.0,"""柔情沫殇""",716人收货,广东 深圳,434.0
"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",865.0,"""许允斯xys""",738人收货,广东 深圳,243.0
"""荣耀9X【直降】华为honor/荣耀 荣耀9X PRO手机官方新品 华为9x""",909.0,"""深圳一航""",773人收货,广东 深圳,2109.0
"""荣耀9x[直降541]华为honor/荣耀 荣耀9xpro手机新品华为荣耀9xpro""",957.99,"""白开水的点燃方式""",987人收货,河南 郑州,6295.0
"""荣耀9x[直降541]华为honor/荣耀 荣耀9xpro手机新品华为荣耀9xpro""",958.0,"""白开水的点燃方式""",1010人收货,河南 郑州,6259.0
"""诺基亚翻盖老人机电信移动4G全网通超长待机老年手机大字大声大屏""",178.0,"""华强北品牌数码""",782人收货,广东 深圳,2073.0
"""诺基亚老年手机全网通超长待机老人机简单移动联通电信版天翼华为""",118.0,"""映映萍萍""",576人收货,广东 广州,569.0
"""诺基亚超薄移动双卡翻盖老年机大字大声 老人手机电信超长待机4G""",208.0,"""chen_xuanbin""",706人收货,广东 深圳,1427.0
"""降价华为mate30急速发HUAWEI HUAWEI Mate 30 Pro5G智能正品手机""",3397.32,"""苏苏通讯""",654人收货,广东 深圳,1763.0
"""限时直降现货送礼华为honor/荣耀8X手机全网通官方旗舰店正品华为荣耀9x/20i/10青春版8xmax降价v30非5g畅享9""",868.0,"""oksj数码旗舰店""",1073人收货,广东 深圳,1059.0
"""限时直降现货送礼华为honor/荣耀8X手机全网通官方旗舰店正品华为荣耀9x/20i/10青春版8xmax降价v30非5g畅享9""",878.0,"""oksj数码旗舰店""",1039人收货,广东 深圳,1043.0
"""雷神加速器10小时steam吃鸡网络游戏加速吃鸡神器 填手机号自动充""",2.5,"""福禄网游数卡专营店""",3353人收货,湖北 武汉,1277.0
"""雷神加速器3小时steam网游戏加速手游吃鸡神器雷神NN加速填手机号""",0.8,"""福禄网游数卡专营店""",650人收货,湖北 武汉,493.0
"""领券可减160元+可送小爱音箱 Xiaomi/红米K30手机 小米官方旗舰店RedmiK30官网尊享版非5G全网通redmik30pro""",1599.0,"""魅立数码专营店""",647人收货,广东 深圳,247.0
"""飞利浦E331K老人机超长待机直板按键大屏大字大声音移动电信版4G全网通小学生男女款迷你功能备用机老年手机""",98.0,"""优机汇数码专营店""",1007人收货,广东 深圳,1712.0
"""飞利浦E331K老人机超长待机直板按键大屏大字大声音移动电信版4G全网通小学生男女款迷你功能备用机老年手机""",98.0,"""优机汇数码专营店""",1027人收货,广东 深圳,1694.0
