,title,store,type,sells,price,skuid
3794,['【立减100】华为'],['易销科技手机专营店'],全网通8GB+128GB,312,2475.0,51359269057.6
5007,['华为（HUAWEI）P30 Pro'],['久汇通官方旗舰店'],全网通（8G+128G）,312,4488.0,51131254696.71
4855,['华为荣耀V20 麒麟980旗舰芯片全视屏智能游戏'],['伟德手机专营店'],全网通(6GB+128GB),312,1748.0,61473741209.0
4293,['华为'],['臻火旗舰店'],4+128GB全网通,311,1399.0,57102402898.25
4291,['华为'],['易销科技手机专营店'],全网通8GB+128GB,311,1899.0,35740084994.0
5594,['小米（MI） 小米max3 4G'],['淘金手机专营店'],全网通 (4G+64G),311,1125.33,30973435955.0
5194,['小米 小米9 骁龙855 游戏 4800万三摄拍照'],['茄子手机旗舰店'],全网通(8G + 128G ),310,2462.2,48391047763.6
2916,['【二手9成新】华为 P20 '],['鑫都二手手机专营店'],6GB+128GB,309,1658.71,33678836059.0
2721,['【二手9成新】vivo Y71 二手'],['闪搜二手手机专营店'],3+32GB 全网通,309,430.0,31911855848.0
4399,['华为P30 '],['掌视界数码旗舰店'],全网通(8G+256G) +碎屏险,309,4188.0,45195464194.0
5152,['小米 Redmi 红米K30 王一博同款'],['茄子手机旗舰店'],全网通4G(8GB+128GB),308,1899.0,63642044439.67
3090,['【二手9成新】小米6 二手'],['机窝窝二手商品专营店'],6+64G全网通,308,929.0,16428541786.0
1928,['【二手9成新】Apple iPhone 6 苹果6二手 苹果'],['同城帮二手商品专营店'],32GB 全网通4G,308,699.0,16193692068.33
4083,['努比亚 （nubia）红魔3代 电竞游戏'],['聚捷联盛手机旗舰店'],8G+128G,307,3265.67,49161415734.67
5073,['华为（HUAWEI）荣耀8x 全网通'],['华信通手机专营店'],全网通 4GB+64GB,307,899.0,40970045062.8
5812,['荣耀20 4800万超广角AI四摄3200W美颜自拍 4G全网通华为'],['炜东电商旗舰店'],全网通(8+256GB),307,2499.0,50007203419.0
2619,['【二手9成新】Apple/苹果iPhone7 7代全网通4G'],['翱行二手商品专营店'],128G 全网通 【12期免息】,307,1429.0,13131064798.6
3910,['【超级爆款】荣耀20 4800万超广角AI四摄'],['茄子手机旗舰店'],全网通(8G+256G),305,2254.0,49430573235.5
411,['Apple 苹果iPhone11 pro/pro max(美版有锁激活)移动电信单卡4G苹果'],['东源海外专营店'],256G 美版有锁激活电信,305,7000.5,39514843475.38
2321,['【二手9成新】Apple iPhone6 苹果6 智能二手'],['海星优品二手手机专营店'],16G 全网通,305,638.0,37223526546.0
1628,['【二手99新】Apple iPhone 6 苹果6 国行 自营 原装 二手'],['拍拍二手自营旗舰店'],128G全网通,305,1249.0,61849454404.0
4191,['华为 Mate30 Pro 5G '],['久汇通官方旗舰店'],全网通（8G+512G）5G版,304,7899.0,62241759353.0
4387,['华为P20全网通 智能'],['OKSJ手机旗舰店'],6G+128G,304,2528.0,28555803998.43
5179,['小米 Redmi 红米Note8 Pro '],['明日数码旗舰店'],8G+128GB 全网通,304,1454.67,55971714964.0
6230,['魅族（MEIZU） 魅族16th Plus 游戏'],['佳沪手机旗舰店'],全网通8GB+256GB,304,2599.0,40979519587.33
4791,['华为畅享9plus '],['新松联手机旗舰店'],全网通(6+128GB),304,1188.0,35236952131.25
678,['realme Q '],['智美尚品手机专营店'],6GB+64GB 全网通,303,1094.67,58567392839.0
4773,['华为畅享9Plus '],['福气多多手机旗舰店'],全网通(4GB+128G),303,1149.0,48895553262.5
1897,['【二手9成新】 苹果8Plus Apple iPhone8 Plus 苹果8P二手'],['扬帆二手商品专营店'],256G,303,3256.0,26609766105.0
4754,['华为畅享9 '],['头号卖家旗舰店'],全网通4GB+128GB,303,999.0,51959322363.5
2837,['【二手9成新】三星 Galaxy S9 （SM-G9600/DS）全视曲面屏双卡全网通智能二手'],['文海二手商品专营店'],4+128G（全网通）赠送三星充电器套装,303,2138.0,40222342867.8
127,['Apple 苹果  iPhone 8 Plus '],['君问手机旗舰店'],64G,303,4099.0,16596905612.0
3714,['【现货速发-国行正品】苹果 iPhone 11 全网通 '],['中国移动手机官方旗舰店'],64GB（碎屏无忧）,303,5458.0,56646176290.5
4219,['华为 mate30'],['天翼电信旗舰店'],8GB+128GB（5G版）,302,4999.0,57320994392.0
631,['OPPO Reno十倍变焦版【12期免息+碎屏险】 高通骁龙855 全面屏拍照游戏智能'],['OPPO手机乐良专卖店'],10倍变焦版 全网通,301,4074.0,47118229380.0
123,['Apple 【国行正品】苹果 iPhone XR '],['淘金手机专营店'],128GB,301,5385.17,40824282067.33
1319,['【二手95新】一加 OnePlus 7 Pro 1+7pro二手安卓全面屏拍照游戏'],['愉快二手手机专营店'],8GB+256GB 全网通 在保,300,3119.0,51102296114.33
3255,['【二手9成新】苹果7 Plus'],['翱行二手商品专营店'],32G 全网通,300,1820.0,16000021027.67
1979,['【二手9成新】Apple iPhone 6s 苹果6s（A1700） 二手'],['金麦子二手手机专营店'],16G全网通,299,776.0,59426321204.25
337,['Apple 苹果 iPhoneX 全面屏 4G'],['岗隆手机专营店'],全网通+倍思无线充电背夹 64G,299,6519.0,19583212160.0
3448,['【优惠300元】OPPO Reno Ace游戏'],['OPPO手机乐良专卖店'],超值套装,299,3692.38,59615190132.69
2470,['【二手9成新】Apple iPhone8 plus 苹果8p国行'],['发动机优品二手手机专营店'],256G 全网通,299,3271.5,23043583808.0
1810,['【二手99新】三星（SAMSUNG）Galaxy三星Note9 二手'],['三星二手手机专卖店'],6G+128G 全网通+原厂充电器套装,299,3029.67,54294145330.33
5186,['小米 Redmi红米Note8Pro 6400万超广角四摄  '],['茄子手机旗舰店'],全网通(6GB+64GB),298,1198.0,55734447611.67
5474,['小米cc9pro'],['疆界互联旗舰店'],8G+128G 全网通,297,2668.0,60267590019.0
991,['【二手95成新】 OPPO Find X  曲面全景屏安卓'],['毕城优品二手商品专营店'],8G+128G,297,2095.0,33642682130.5
1246,['【二手95新】OPPO R17 '],['闲至优品二手手机旗舰店'],6GB+128GB,296,1297.0,38418155131.2
4550,['华为nova4e'],['伟德手机专营店'],4GB+128GB,296,1105.67,49063763532.0
3450,['【优惠300元】OPPO Reno Ace游戏'],['OPPO酷炫手机专卖店'],超值套装,296,3777.0,58971358825.38
5506,['小米红米K20pro'],['佳沪手机旗舰店'],全网通6G+128G,296,2199.0,48930472913.0
2353,['【二手9成新】Apple iPhone6s 苹果6s 4.7英寸 二手智能'],['海星优品二手手机专营店'],64G 全网通,295,908.0,37229635156.0
5472,['小米cc9pro'],['京铠玄手机旗舰店'],8+128G 全网通,294,2799.0,60730214820.67
3733,['【现货速发】华为nova4e 全网通双4G 全面屏智能游戏女性'],['华信通手机专营店'],6GB+128GB,294,1240.67,44769908518.67
4993,['华为（HUAWEI）P20 Pro 全网通版移动联通电信4G 全面屏徕卡三摄游戏商务智能'],['众盛手机专营店'],(6G RAM+64G ROM),294,2699.0,48486570147.0
2323,['【二手9成新】Apple iPhone6 苹果6 智能二手'],['海星优品二手手机专营店'],64G 全网通,294,741.33,37223526548.0
5458,['小米Redmi红米K20pro'],['疆界互联旗舰店'],尊享版 12G+512G 全网通,293,2688.0,50837363648.75
2774,['【二手9成新】一加 5T（1+5t）全面屏'],['愉快二手手机专营店'],6G+64G 全网通,293,1055.67,31058240460.67
3800,['【立减100】华为畅享10plus'],['易销科技手机专营店'],全网通6G+128G,293,1699.0,57456143007.5
4393,['华为P30 '],['天翼电信旗舰店'],全网通8GB+128GB,292,3688.0,52071580355.8
5590,['小米（MI） 小米Max3 大屏游戏'],['华信通手机专营店'],全网通(6GB+128GB),292,1196.67,39248824302.0
4438,['华为P30【立减200+12期免息+豪礼】华为P30 p30'],['头号卖家旗舰店'],6+128GB【减200】,292,3408.0,52912600448.6
891,['【12期免息】华为mate30pro'],['京铠玄手机旗舰店'],8+128G全网通,292,5799.0,57618632575.0
4232,['华为 nova4e '],['京铠玄手机旗舰店'],4G+128G 全网通,292,1199.0,57041377739.0
4016,['三星 SAMSUNG 心系天下 W20 5G'],['三星手机京东自营官方旗舰店'],标准版,292,19999.0,100010209872.0
1717,['【二手99新】Apple iPhone8 (A1863) 苹果8 二手'],['泰业优品二手手机旗舰店'],64G 全网通,292,2299.25,18913397740.0
3077,['【二手9成新】小米(MI) 小米mix2/mix2s 全面屏mix2 二手'],['发动机优品二手手机专营店'],【Mix2】6RAM+64G ROM 全网通,292,958.0,33481702708.5
4026,['三星（SAMSUNG） Galaxy S8+（SM-G9550）全视曲面屏'],['明日数码旗舰店'],4G+64G 全网通,292,3115.67,35859328093.33
3284,['【二手9成新】苹果7Plus'],['乐亨优品二手商品专营店'],128G 全网通+屏碎无忧,291,1831.33,18299377864.83
5324,['小米9 骁龙855 游戏'],['淘金手机专营店'],全网通(6G+128G）,291,2613.5,49671005826.0
913,['【2299起】华为nova5 pro '],['谷高数码手机专营店'],全网通8G+128G,291,2499.0,50131029176.0
5876,['荣耀20i华为'],['明日数码旗舰店'],全网通(4G+128GB),291,1299.0,54738460377.33
3620,['【年终钜惠】华为Mate20 Pro'],['中国移动手机官方旗舰店'],6G+128G,290,3999.0,35600862110.0
4558,['华为nova5 Pro '],['沃晟手机专营店'],全网通（8+128G）,290,2539.0,51562980909.8
5859,['荣耀20i 华为'],['炜东电商旗舰店'],全网通（6GB+128GB）,290,1299.0,47366542556.0
5328,['小米9 骁龙855 游戏'],['谷高数码手机专营店'],全网通6G+128G,289,2528.4,46094180720.2
4335,['华为Mate30 5G版'],['佳沪手机旗舰店'],全网通8G+128G,289,4999.0,59896841631.67
421,['Apple 苹果iPhone8'],['君问手机旗舰店'],64G,289,3165.67,16593438196.0
758,['vivo Z3【限时立减50】全面屏骁龙处理器智能拍照大内存人脸识别学生游戏性能'],['vivo智美专卖店'],4GB 64GB,289,1190.86,56882134126.43
5030,['华为（HUAWEI）华为畅享9 '],['茄子手机旗舰店'],全网通(4G RAM +64G ROM),289,864.0,54252776525.5
6031,['荣耀Play3 '],['优爱特手机专营店'],4GB+64GB,288,799.0,57711023513.75
5164,['小米 Redmi 红米Note8 '],['掌视界数码旗舰店'],全网通6GB+128GB,288,1192.0,56167968815.0
282,['Apple 苹果 iPhone XR '],['牧申手机旗舰店'],全网通64GB,288,4420.0,58205887038.0
4939,['华为（HUAWEI） 华为畅享9 plus'],['聚捷联盛手机旗舰店'],全网通（6+128G）,287,1268.75,40556056225.5
6140,['荣耀畅玩8A 智能老人'],['掌视界数码旗舰店'],全网通（3G+64G）,286,931.5,48787425652.5
4888,['华为（HUAWEI） P20 Pro 全面屏'],['优品美手机专营店'],全网通4G(6G+128GB),286,2705.67,36300357917.83
3360,['【二手9成新】苹果（Apple ）6  iPhone 6 二手'],['沪上优品二手商品专营店'],16G 三网通4G,286,625.33,54467863791.0
838,['vivo iQOO Pro【送夜灯音箱+充电宝】骁龙855Plus游戏拍照44W闪充'],['vivo智美专卖店'],8GB 128GB,286,2908.0,57591266685.5
5674,['纽曼（Newman）V998 耀石黑 4G全网通移动联通电信 智能翻盖老人'],['纽曼京东自营官方旗舰店'],智能机,285,599.0,100004769429.0
3626,['【新品上市】vivo iQOO Neo 855竞速版骁龙855Plus 大电池闪充 电竞游戏智能'],['vivo官方旗舰店'],8GB 128GB,285,2398.0,63149263975.0
3557,['【套装】vivo Z5 4800万广角AI三摄 4500mAh电池 4G全网通'],['vivo官方旗舰店'],6GB 128GB,285,1998.0,54805278955.0
694,['realme q '],['炜东电商旗舰店'],全网通（6+ 64G）,285,1091.33,57881763684.67
3266,['【二手9成新】苹果7 二手  iPhone 7二手'],['沪上优品二手商品专营店'],32G,285,1058.6,55102262876.8
1690,['【二手99新】Apple iPhone XS max 苹果XSmax 国行'],['发动机优品二手手机专营店'],64G 全网通,284,4928.0,53488202466.0
5265,['小米 红米Redmi 7A 全网通4G移动联通电信 双卡双待 拍照游戏智能老人老年全面屏智能'],['众盛手机专营店'],(3G RAM+32G ROM),284,579.0,53836643311.0
4365,['华为Nova4e '],['优爱特手机专营店'],全网通 4G+128G,283,1142.0,51359621148.67
859,['【12期免息+300元优惠】华为p30pro '],['疆界互联旗舰店'],8G+128G 全网通（白条免息）,283,5030.86,49160750009.86
4222,['华为 mate30pro '],['同达丰手机旗舰店'],4G全网通版(8G+256G)【华为无线充套餐版】,283,6453.0,58016477178.0
3883,['【超级爆款】华为Mate30 4G/5G版'],['佳沪手机旗舰店'],全网通6G+128G（4G版）,283,3999.0,57268990549.0
3681,['【现货国行-5128元起-可分期】Apple 苹果 iPhone 11 '],['明日数码旗舰店'],限时24期免息0首付/全网通 64GB,283,5988.0,63033387955.5
979,['【下单立减500起】华为Mate20Pro'],['众宇通手机专营店'],6GB+128GB(到手价3499元),282,4001.0,45142368500.6
2990,['【二手9成新】华为'],['腾龙二手商品专营店'],4+64Ｇ 全网通,282,565.0,29905921448.5
435,['Apple （苹果） iPhone8 Plus (A1864) '],['疆界互联旗舰店'],全网通128GB,282,4799.0,58996604816.67
136,['Apple 苹果 iPhone 11 '],['上海盛南连锁通信专营店'],全网通128G【信用购机】,281,4913.0,56548725428.17
5165,['小米 Redmi 红米Note8 '],['明日数码旗舰店'],4G+64GB,281,953.0,57522851833.25
586,['OPPO Reno Ace65W超级闪充 90Hz电竞屏 高通骁龙855Plus全网通4G'],['牧申手机旗舰店'],官方标配(6期免息),280,3332.33,57897746857.0
5842,['荣耀20i '],['新松联手机旗舰店'],全网通版4GB+128GB,280,1071.67,49277355368.0
5001,['华为（HUAWEI）P30 '],['久汇通官方旗舰店'],全网通（8G+128G）,280,3628.0,50246160864.8
1914,['【二手9成新】Apple iPhone 5s 苹果5s'],['博之襄二手手机专营店'],16G 国行移动版 移动4G联通2G,279,493.0,55960743277.38
3610,['【已降500】华为'],['迪信通官方旗舰店'],8GB+128GB,279,4488.0,57071289693.0
1985,['【二手9成新】Apple iPhone 7  苹果7 二手'],['可多优品二手手机专营店'],128G全网通 白条12期免息0首付,279,1567.0,50835606372.5
4979,['华为（HUAWEI） 荣耀Magic2 全网通移动联通电信4G 滑盖全面屏智能AI'],['众盛手机专营店'],(8G RAM+128G ROM),279,1968.0,43883467331.0
366,['Apple 苹果 iphone11 '],['优品美手机专营店'],全网通64G,279,5289.67,57344827957.5
3764,['【白条24期免息】Apple 苹果 iPhone 11Pro '],['佳沪手机旗舰店'],64G 全网通,279,9599.0,61308893726.25
5444,['小米Redmi 红米K20 '],['茄子手机旗舰店'],全网通 6G+128G,278,1648.0,48756738209.0
872,['【12期免息0首付/华为无线充+精美智能手环】华为'],['臻火旗舰店'],8+256GB全网通,278,5515.67,59586034780.33
5080,['华为（HUAWEI）荣耀Play3 4800万AI三摄 全网通版移动联通电信4G 双卡双待全面屏'],['众盛手机专营店'],(4G RAM+128G ROM),278,1299.0,57593365067.25
3677,['【现货国行-5128元起-可分期】Apple 苹果 iPhone 11 '],['明日数码旗舰店'],全网通 256GB,278,6439.67,56720603502.83
2703,['【二手9成新】vivo X21 '],['闲至优品二手手机旗舰店'],6GB+64GB,277,949.0,29922543513.2
3552,['【增值全保服务】Apple 苹果 iPhone 11 Pro Max 移动联通电信4G'],['佳沪手机旗舰店'],256GB【全保修两年】,277,10545.5,60031581325.0
5489,['小米红米 Redmi note8 Pro '],['淘金手机专营店'],全网通 (6G+128G),277,1415.0,55736579032.0
3679,['【现货国行-5128元起-可分期】Apple 苹果 iPhone 11 '],['明日数码旗舰店'],限时24期免息0首付/全网通 128GB,277,6588.0,63033387956.5
2445,['【二手9成新】Apple iPhone7 苹果7'],['扬帆二手商品专营店'],128G全网通,276,1383.17,26664455059.5
3517,['【华为KA直供12期免息】【自营仓发】华为 Mate30 Pro 5G版'],['臻火旗舰店'],8+512GB全网通,276,7899.0,60084138769.14
301,['Apple 苹果 iPhone Xs Max '],['佳沪手机旗舰店'],全网通 256GB+碎屏险套餐,276,9999.0,34606458231.0
5350,['小米9pro 5G版'],['疆界互联旗舰店'],12G+256G,276,4149.0,57617162522.0
5686,['联想Z5 Pro GT 骁龙855旗舰版游戏'],['世云手机专营店'],8GB+256GB,276,2099.0,41253690805.0
2351,['【二手9成新】Apple iPhone6s 苹果6s 4.7英寸 二手智能'],['海星优品二手手机专营店'],16G 全网通,276,743.0,37229635154.0
5778,['荣耀10 华为'],['千瑞达手机旗舰店'],全网通（6G+64G）,275,1606.8,52074324975.4
2497,['【二手9成新】Apple iPhoneX 苹果x 全面屏 智能游戏二手'],['福汇优品二手手机专营店'],64G 全网通,275,3108.0,30493051949.5
3294,['【二手9成新】苹果7Plus'],['翱行二手商品专营店'],32G 全网通,275,1734.83,16110904538.33
2200,['【二手9成新】Apple iPhone X 苹果x 全面屏 面容识别 国行 全网通 二手'],['鸿兴优品二手手机专营店'],【6期免息白条分期0首付】64G 全网通,275,3528.5,51952434785.0
5879,['荣耀20i华为'],['明日数码旗舰店'],全网通(6G+64GB),275,999.0,54738691247.0
927,['【4日至高优惠300】vivo iQOO Neo 855版 33W闪充  全网通4G'],['vivo官方旗舰店'],8GB 256GB,274,2623.0,60884145925.0
3053,['【二手9成新】小米 Note3 骁龙660 全网通4G'],['鑫都二手手机专营店'],6GB+128GB,274,919.0,35606931838.5
4903,['华为（HUAWEI） nova4 极点全面屏'],['优品美手机专营店'],2000万超广角三摄(6G+128GB),274,1615.33,47360305071.0
1250,['【二手95新】OPPO R17 水滴屏'],['天天优品二手商品专营店'],全网通(6G RAM+128G ROM),274,1348.25,38927872014.75
2512,['【二手9成新】Apple iPhoneXs Max 二手国行全网通 苹果x xs max 二手'],['世讯通二手手机专营店'],256G 全网通,274,5261.33,41992788529.0
5575,['小米（MI） 小米8青春版 '],['掌视界数码旗舰店'],全网通(4G+64G),274,1198.5,34133853062.5
626,['OPPO Reno3 双模5G 6400万超清四摄 视频双防抖 7.96mm纤薄机身  8GB+128GB 蓝色星夜全网通拍照游戏视频'],['OPPO京东自营官方旗舰店'],8GB+128GB,273,3708.5,100008381509.83
4954,['华为（HUAWEI） 畅享9 【现货速发/多重贴心好礼】珍珠全面屏 游戏'],['华信通手机专营店'],全网通（4GB+128GB）,273,993.0,42138709126.5
6003,['荣耀9xpro'],['疆界互联旗舰店'],8G+128G全网通咨询赠一年影视会员观影权益,273,1905.93,55120728460.0
980,['【下单立减500起】华为Mate20Pro'],['众宇通手机专营店'],8GB+128GB(到手价3699元),273,4801.0,45142368501.6
4230,['华为 nova2s NFC版智能4G'],['银河信业手机专营店'],6G+64G全网通,273,1699.0,23770360458.0
6245,['魅族（MEIZU） 魅蓝5s 智能'],['宇航手机专营店'],公开全网通（3GB运存+32GB内存）,272,646.5,38945772057.25
4881,['华为（HUAWEI） Mate10 移动4G+全网通4G智能'],['久汇通官方旗舰店'],移动4G（4G+64G）,272,1725.0,28190075215.0
5106,['华硕ROG游戏'],['淘金手机专营店'],全网通 (8G+128G)精英版,272,4417.17,59555071283.67
2858,['【二手9成新】三星（SAMSUNG）Galaxy Note8（N9500）全面屏骁龙835二手'],['泰业优品二手手机旗舰店'],6+64G 全网通  三星闪充,271,1705.75,30453866488.75
2804,['【二手9成新】三星 Galaxy Note 8（N9500）商务手写笔 全面屏双卡双待 智能二手'],['文海二手商品专营店'],6+128G（全网通）赠送三星充电器套装,271,1983.75,38228242672.0
1549,['【二手95新】苹果X'],['翱行二手商品专营店'],256G 白条12期免息,271,4188.0,30198616912.0
2204,['【二手9成新】Apple iPhone X 苹果x全面屏'],['星际二手商品专营店'],64G 全网通,270,3103.0,29673098377.5
389,['Apple 苹果8 iPhone8 全网通'],['炜东电商旗舰店'],64G,270,3238.0,44476291440.33
3123,['【二手9成新】小米Mi 小米Max2 '],['辰帆优品二手手机专营店'],全网通 4G+64G,269,585.0,42880916824.5
4934,['华为（HUAWEI） 华为畅享9 Plus【10天价保】大电池智能'],['牧申手机旗舰店'],【6+128G】限时特价,269,1223.0,35944494434.75
3093,['【二手9成新】小米6 二手安卓智能'],['发动机优品二手手机专营店'],6+64G 全网通,268,1268.5,37181989034.5
2865,['【二手9成新】三星（SAMSUNG）Galaxy S8 S8+ G9550/9500曲面屏 二手'],['泰业优品二手手机旗舰店'],64G 全网通+三星闪充(S8+),268,1550.8,30164801955.0
4784,['华为畅享9e '],['新松联手机旗舰店'],全网通(3+64GB),268,758.0,51650640431.5
6257,['黑鲨游戏'],['华信通手机专营店'],12GB+256GB,268,3876.5,56837986367.0
3251,['【二手9成新】苹果7 Apple iPhone7 二手苹果'],['万城优品二手手机专营店'],128G全网通,268,1396.33,34293156797.67
1509,['【二手95新】小米9 '],['闲至优品二手手机旗舰店'],6GB+128GB,267,2046.5,46427172523.0
2030,['【二手9成新】Apple iPhone 7 Plus 苹果7Plus 二手'],['马上优品二手商品旗舰店'],256G 全网通,267,2102.17,16107952649.5
5460,['小米Redmi红米K30 '],['疆界互联旗舰店'],6G+128G 全网通【现货速发】,266,1702.33,63154135401.67
5067,['华为（HUAWEI）荣耀20i 全网通版移动联通4G 超广角三摄全面屏AI智能'],['众盛手机专营店'],(4G RAM+128G ROM),266,1299.0,45949557748.0
782,['vivo Z5【1.4限时省300】骁龙712 4800万超广角超清拍照学生游戏智能'],['vivo智美专卖店'],6GB 256GB,266,1691.75,58179886332.25
5843,['荣耀20i '],['新松联手机旗舰店'],全网通版6GB+256GB,265,1499.0,49277355369.0
5160,['小米 Redmi 红米Note8 '],['同达丰手机旗舰店'],全网通6GB+128GB,265,1208.0,55741028739.0
3027,['【二手9成新】华为（HUAWEI）Mate9 安卓'],['好机汇二手商品专营店'],6+128G 全网通,264,1087.0,31332898298.0
5177,['小米 Redmi 红米Note8 Pro '],['明日数码旗舰店'],6G+128GB 全网通,264,1361.33,55971714963.0
5079,['华为（HUAWEI）荣耀Magic2 魔术2 魔法 '],['华信通手机专营店'],全网通 8GB+256GB,263,2545.33,42088254277.67
4843,['华为荣耀9x '],['千瑞达手机旗舰店'],8G+128G  送原装耳机.碎屏险,263,1999.0,58273216962.25
5134,['小米 CC9Pro '],['牧申手机旗舰店'],8GB+128GB,262,2699.0,60768348512.67
1664,['【二手99新】Apple iPhone X (A1865)苹果x 公开版二手'],['泰业优品二手手机旗舰店'],64G 全网通『赠全新苹果充电器』,262,3619.0,27004547145.0
3387,['【二手9成新】荣耀 V20 '],['闲至优品二手手机旗舰店'],6GB+128GB,262,1439.0,41790330759.25
2685,['【二手9成新】iPhone SE 苹果SE 4英寸智能二手'],['福汇优品二手手机专营店'],64G 全网通,262,813.0,30743099183.0
4824,['华为荣耀20i'],['聚捷联盛手机旗舰店'],（6G+64G),261,999.0,54696362432.0
4777,['华为畅享9Plus'],['伟德手机专营店'],6GB+128GB全网通,261,1216.5,53008923850.25
3606,['【已降300】华为nova4e '],['千瑞达手机旗舰店'],4+128G,260,1241.67,43152274153.0
3601,['【已降300】华为P30 '],['千瑞达手机旗舰店'],6+128G（12期免息）,260,3388.0,52482601743.0
280,['Apple 苹果 iPhone XR '],['牧申手机旗舰店'],全网通128GB,260,4800.0,58205887039.0
5785,['荣耀10青春版 '],['淘金手机专营店'],4G全网通(4G+64G)送好礼,260,870.75,41283255382.0
4696,['华为畅享10 '],['新松联手机旗舰店'],4GB+128GB,260,1399.0,59203895675.5
465,['Apple苹果 iPhone 11'],['千瑞达手机旗舰店'],全网通 64G,260,5199.0,56886680942.5
4475,['华为mate30 '],['炜东电商旗舰店'],6G+128GB全网通（4g版）,259,3999.0,57267264401.0
3236,['【二手9成新】苹果6s'],['翱行二手商品专营店'],32G 全网通,259,843.0,41211528315.5
5413,['小米CC9e 拍照'],['聚捷联盛手机旗舰店'],6GB+64GB,259,999.0,51295770608.0
3512,['【到手价2188起 】华为（HUAWEI） 华为mate20 全网通'],['君问手机旗舰店'],高配6G+128G【咨询低至2599起】,259,2824.0,34853425327.0
5050,['华为（HUAWEI）畅享9 移动联通电信全网通4G 全面屏智能老人老年学生'],['众盛手机专营店'],(4G RAM+128G ROM),259,1079.0,47765364563.5
4094,['努比亚Z20 4800万三摄 超清双屏自拍'],['茄子手机旗舰店'],全网通(8GB+128GB),259,2669.0,57295710146.0
4582,['华为nova5i pro '],['佳沪手机旗舰店'],全网通8GB+128GB,259,2099.0,53239856697.67
614,['OPPO Reno2'],['OPPO优品专卖店'],超值套餐,258,3099.0,55245992281.0
149,['Apple 苹果 iPhone 11 '],['炜东电商旗舰店'],全网通256G,258,6568.0,56739487085.5
5635,['朵唯（ DOOV ）D9 Pro 6GB+128GB 双面玻璃 6.41极点全面屏 微信QQ八开人脸识别指纹解锁 全网通4G 天空之镜'],['朵唯手机京东自营旗舰店'],6GB+64GB,258,899.0,100008302038.0
5470,['小米cc9e'],['疆界互联旗舰店'],6G+64G 全网通,258,999.0,56727028405.0
5040,['华为（HUAWEI）畅享9 Plus 移动联通电信全网通4G 全面屏四摄大电池 双卡双待智能'],['欧霖爵手机旗舰店'],（6GB+128GB）送正品耳机+钢化膜,258,1289.0,45100096609.5
4836,['华为荣耀8X 移动联通电信4G全面屏智能'],['伟德手机专营店'],(6GB+128GB),257,1288.0,36181968892.0
1453,['【二手95新】华为P20 Pro 安卓智能拍照游戏'],['零度二手商品专营店'],6GB+128GB 全网通 【赠18W快充】,257,1820.8,44606760814.0
6008,['荣耀9x华为'],['京铠玄手机旗舰店'],6+64G 全网通,256,1349.0,58594071245.75
1098,['【二手95新】Apple iPhone XS Max 苹果XSMAX'],['智达二手手机专营店'],256G 全网通4G,256,5268.67,56054627619.0
923,['【4060毫安电池】Coolpad/酷派 C106 全网通4G移动联通电信4G'],['天润智能手机专营店'],全网通(4GB+64GB),256,499.0,59554907932.5
4711,['华为畅享10'],['伟德手机专营店'],4GB+64GB,255,1071.5,60163059353.25
5604,['小米（MI）MIX2S 骁龙845 全面屏NFC 游戏智能拍照'],['冰之凯盛手机专营店'],全网通 6+128,255,1799.0,57964078862.5
4025,['三星（SAMSUNG）  Galaxy A6s(SM-G6200)'],['世纪金联手机专营店'],全网通(6G+64G),254,1191.5,46190729977.5
5074,['华为（HUAWEI）荣耀8x 全网通'],['华信通手机专营店'],全网通 6GB+128GB,253,1297.0,41701224297.0
1667,['【二手99新】Apple iPhone X 国行iPhonex  苹果X 二手'],['南起二手手机专营店'],256G全网通『赠苹果原装充电器』,252,4284.0,55726817774.0
532,['OPPO A9 新品'],['OPPO酷炫手机专卖店'],超值套装,252,1499.0,46453868659.0
824,['vivo iQOO Pro 5G'],['vivo兰珊专卖店'],8GB+256GB,250,3748.0,57417062786.17
508,['OPPO A11x 4800万四摄大内存5000mAh大电池 视频超清防抖 全网通4G 游戏拍照'],['OPPO官方直营旗舰店'],超值套装,250,1699.0,58947794299.8
5508,['小米红米K20pro'],['佳沪手机旗舰店'],全网通8G+256G,250,2268.0,49047333647.0
3509,['【分期6期免息】华为mate30pro '],['优品美手机专营店'],全网通4G(8GB+128GB)【赠无线充和手环】,250,5799.0,57342776516.0
394,['Apple 苹果iPhone 11  【京东白条分期0首付3期免息】'],['豫穆手机专营店'],白条分期128GB,250,5999.0,57513342469.5
4321,['华为Mate20（30天价保+现货速发） '],['牧申手机旗舰店'],6+64G 官方标配,250,2599.0,62844648663.5
4481,['华为mate30 '],['炜东电商旗舰店'],8GB+256GB全网通（5G版）,250,5499.0,59907073526.0
5268,['小米 红米Redmi K20 全网通4G'],['聚捷联盛手机旗舰店'],6GB+128GB,249,2065.67,51449427101.67
4105,['华为 (HUAWEI) nova4e 移动4G+全网通 超广角三摄珍珠全面屏 智能'],['众盛手机专营店'],(4GB RAM+128GB ROM),249,1292.33,48753608753.33
1634,['【二手99新】Apple iPhone 7 Plus 苹果7P 国行 自营 原装 二手'],['拍拍二手自营旗舰店'],128G全网通,249,2950.82,62254500264.82
5311,['小米9 Pro 5G版'],['明日数码旗舰店'],12GB+512GB,249,4448.0,57631478891.5
