,store,commentcount,location,count
2204,"""点点通讯2009""",566.0,广东 深圳,1
2205,"""云科数码店""",2225.0,河北 石家庄,1
2206,"""星梦全球购""",28.0,广东 揭阳,1
2207,"""火鸟3c数码""",2704.0,广东 深圳,1
2208,"""爱乐购aile""",1274.0,上海,1
2209,"""wezebaba""",107.0,广东 深圳,1
2210,"""纽曼深圳专卖店""",1073.0,广东 深圳,1
2211,"""柔宇数码旗舰店""",448.0,广东 深圳,1
2212,"""苏宁易购官方旗舰店""",154.0,江苏 南京,1
2213,"""热图数码专营店""",764.0,广东 深圳,1
2214,"""wezebaba""",520.0,广东 深圳,1
2215,"""zhang静静jin""",513.0,广东 深圳,1
2216,"""中宽通讯行""",1831.0,广东 深圳,1
2217,"""深港通信专卖""",503.0,广东 深圳,1
2218,"""能良数码官方旗舰店""",174.0,上海,1
2219,"""bihee旗舰店""",192.0,上海,1
2220,"""wallter_yuan""",243.0,山东 济南,1
2221,"""数码科技1628_1628""",294.0,广东 深圳,1
2222,"""苏宁易购官方旗舰店""",189.0,江苏 南京,1
2223,"""魅立数码专营店""",310.0,广东 深圳,1
2224,"""handinhand00""",733.0,四川 成都,1
2225,"""三际数码官方旗舰店""",1919.0,山东 济南,1
2226,"""卓瓦数码专营店""",330.0,上海,1
2227,"""纯林伟业数码专营店""",278.0,广东 深圳,1
2228,"""创宇嘉汇数码专营店""",43.0,广东 深圳,1
2229,"""卓瓦数码专营店""",222.0,上海,1
2230,"""vivo航鹰专卖店""",162.0,浙江 杭州,1
2231,"""tb412290611""",176.0,上海,1
2232,"""苏宁易购官方旗舰店""",123.0,江苏 南京,1
2233,"""梅州铭鑫通讯""",385.0,广东 深圳,1
2234,"""潮牌一线女装""",712.0,广东 深圳,1
2235,"""sdegjo乐""",129.0,广东 深圳,1
2236,"""vivo航鹰专卖店""",759.0,浙江 杭州,1
2237,"""恒盛纪元数码专营店""",85.0,湖北 武汉,1
2238,"""王玉玉1234""",82.0,上海,1
2239,"""米凌数码专营店""",237.0,广东 深圳,1
2240,"""大眼睛数码正品商城""",183.0,北京,1
2241,"""梅州铭鑫通讯""",786.0,广东 深圳,1
2242,"""y66613031""",1677.0,广东 深圳,1
2243,"""滨峰时代数码专营店""",1119.0,广东 深圳,1
2244,"""龙通店""",6784.0,广东 深圳,1
2245,"""索品数码专营店""",321.0,广东 深圳,1
2246,"""翼天下天翼电信旗舰店""",81.0,江苏 南京,1
2247,"""chenlongshao5""",207.0,广东 深圳,1
2248,"""jqii网商""",75.0,广东 汕头,1
2249,"""天讯蓝图数码专营店""",799.0,广东 深圳,1
2250,"""曼慕服饰有限公司""",21.0,广东 广州,1
2251,"""只有赚1块钱""",59.0,广东 深圳,1
2252,"""中国电信官方旗舰店""",24.0,北京,1
2253,"""亿科美数码专营店""",553.0,山东 济南,1
2254,"""诚亨通讯""",858.0,广东 深圳,1
2255,"""vivo官方旗舰店""",248.0,广东 东莞,1
2256,"""双赢网易数码""",50.0,浙江 杭州,1
2257,"""同达丰数码旗舰店""",43.0,广东 深圳,1
2258,"""陈明才2018""",399.0,广东 深圳,1
2259,"""硕王鑫基汇专卖店""",609.0,广东 深圳,1
2260,"""柳峰阁""",529.0,广东 深圳,1
2261,"""zte中兴官方旗舰店""",2706.0,广东 深圳,1
2262,"""广东电信亿品汇专卖店""",3929.0,广东 深圳,1
2263,"""苏宁易购官方旗舰店""",204.0,江苏 南京,1
2264,"""hdfwqwfy""",386.0,广东 深圳,1
2265,"""亚威数码""",68.0,广东 深圳,1
2266,"""悠悠淘一米""",24.0,广东 深圳,1
2267,"""大时代女人街""",174.0,上海,1
2268,"""方妮2016""",958.0,广东 深圳,1
2269,"""旺盈数码城""",125.0,广东 深圳,1
2270,"""爱萌萌521""",766.0,山东 青岛,1
2271,"""东旭日泰数码专营店""",201.0,广东 深圳,1
2272,"""新西兰小镇特卡波""",47.0,广东 深圳,1
2273,"""白开水的点燃方式""",132.0,河南 郑州,1
2274,"""l子成""",99.0,广东 深圳,1
2275,"""德隆数码商贸""",81.0,广东 深圳,1
2276,"""宇宙之神998""",284.0,广东 深圳,1
2277,"""钓鱼岛就是中国领土""",463.0,湖北 武汉,1
2278,"""三际数码官方旗舰店""",40.0,山东 济南,1
2279,"""huangyongjin""",39.0,上海,1
2280,"""爱乐购aile""",1610.0,上海,1
2281,"""诚亨通讯""",727.0,广东 深圳,1
2282,"""天逸数码1688""",372.0,广东 深圳,1
2283,"""中国移动手机官方旗舰店""",31.0,北京,1
2284,"""vivo天诚专卖店""",907.0,广东 东莞,1
2285,"""唔空摄影""",30.0,浙江 杭州,1
2286,"""言诚多普达数码行""",220.0,广东 深圳,1
2287,"""tb283477388""",57.0,广东 深圳,1
2288,"""国货平价网""",483.0,广东 深圳,1
2289,"""深圳易乐购数码专营店""",119.0,广东 深圳,1
2290,"""vivo天诚专卖店""",594.0,广东 东莞,1
2291,"""香香衣饰1990""",72.0,广东 深圳,1
2292,"""oneplus商城""",98.0,上海,1
2293,"""依依丶不赖""",17.0,广东 深圳,1
2294,"""手机_小秘""",2052.0,上海,1
2295,"""米凌数码专营店""",389.0,广东 深圳,1
2296,"""wangjuanjuanever""",70.0,上海,1
2297,"""成都长庚""",1143.0,四川 成都,1
2298,"""为您服务说""",143.0,广东 深圳,1
2299,"""悠悠淘一米""",118.0,广东 深圳,1
2300,"""well_wisher""",644.0,湖北 武汉,1
2301,"""创新强数码""",922.0,广东 深圳,1
2302,"""arianai""",30.0,上海,1
2303,"""隆盛科际""",906.0,广东 深圳,1
2304,"""ktouch天语众鑫世纪专卖店""",1667.0,广东 深圳,1
2305,"""三星官方旗舰店""",327.0,北京,1
2306,"""博盛景数码专营店""",67.0,广东 深圳,1
2307,"""一朵花的记忆""",185.0,广东 深圳,1
2308,"""菊花的仙人掌817""",7.0,广东 广州,1
2309,"""魅立数码专营店""",112.0,广东 深圳,1
2310,"""品牌机批发店""",1596.0,广东 深圳,1
2311,"""航宇66688""",1057.0,广东 深圳,1
2312,"""liang3990""",71.0,广东 深圳,1
2313,"""佳宁数码专营店""",43.0,广东 深圳,1
2314,"""919眼镜""",137.0,江西 抚州,1
2315,"""大爱百货专售""",384.0,江苏 常州,1
2316,"""手机_小秘""",528.0,上海,1
2317,"""春江哥""",43.0,四川 成都,1
2318,"""chenghong301314""",489.0,广东 深圳,1
2319,"""启泰数码""",48.0,广东 深圳,1
2320,"""君问数码官方旗舰店""",573.0,浙江 杭州,1
2321,"""浪漫满屋馆1314""",530.0,北京,1
2322,"""冰晶通讯""",18.0,广东 深圳,1
2323,"""三际数码官方旗舰店""",288.0,山东 济南,1
2324,"""雅雅小发""",738.0,广东 深圳,1
2325,"""茂鹏数码专营店""",1522.0,广东 深圳,1
2326,"""魅立数码专营店""",99.0,广东 深圳,1
2327,"""鼎峰数码专营店""",252.0,广东 深圳,1
2328,"""怡家土特产""",35.0,浙江 嘉兴,1
2329,"""捷源达讯数码""",810.0,广东 深圳,1
2330,"""shaoduan89""",413.0,广东 深圳,1
2331,"""三际数码官方旗舰店""",85.0,山东 济南,1
2332,"""皓轩大神专卖店""",59.0,广东 深圳,1
2333,"""三际数码官方旗舰店""",618.0,山东 济南,1
2334,"""嘉宇金成数码专营店""",2351.0,广东 深圳,1
2335,"""创于佳讯数码专营店""",1440.0,广东 深圳,1
2336,"""longkiss520""",471.0,上海,1
2337,"""朗朗电玩""",450.0,浙江 杭州,1
2338,"""e酷手机网""",180.0,北京,1
2339,"""广东电信亿品汇专卖店""",93.0,广东 深圳,1
2340,"""君问数码官方旗舰店""",559.0,浙江 杭州,1
2341,"""泷泽hyp""",848.0,广东 深圳,1
2342,"""tb344772569""",116.0,广东 河源,1
2343,"""优佳讯数码专营店""",16813.0,广东 深圳,1
2344,"""米莜数码专营店""",111.0,湖北 武汉,1
2345,"""朵唯官方旗舰店""",92.0,广东 深圳,1
2346,"""尼凯恩旗舰店""",164.0,广东 深圳,1
2347,"""皓轩东九专卖店""",72.0,广东 深圳,1
2348,"""janetmall""",24.0,广东 深圳,1
2349,"""xingjun19842008""",1177.0,广东 深圳,1
2350,"""腾飞新生活""",85.0,广东 深圳,1
2351,"""云云数码配件批发""",124.0,广东 深圳,1
2352,"""和来达数码专营店""",684.0,广东 深圳,1
2353,"""sdegjo乐""",237.0,广东 深圳,1
2354,"""美颜神器数码""",348.0,广东 深圳,1
2355,"""创汇通达数码旗舰店""",3315.0,北京,1
2356,"""艺启数码通讯""",54.0,广东 深圳,1
2357,"""百德电子no1""",113.0,广东 深圳,1
2358,"""绝对诚信qq464547963""",514.0,广东 深圳,1
2359,"""皇后范儿啦""",247.0,广东 深圳,1
2360,"""赛特佳数码专营店""",452.0,广东 深圳,1
2361,"""yi时代创新jun1687""",241.0,广东 深圳,1
2362,"""小辣椒旗舰店""",958.0,广东 深圳,1
2363,"""博海宇通数码专营店""",516.0,广东 深圳,1
2364,"""永多金庆""",78.0,广东 深圳,1
2365,"""深圳佳发通讯""",624.0,广东 深圳,1
2366,"""东信通讯网店""",48.0,广东 深圳,1
2367,"""三际数码官方旗舰店""",2902.0,山东 济南,1
2368,"""三际数码官方旗舰店""",256.0,山东 济南,1
2369,"""中国移动官方旗舰店""",605.0,浙江 杭州,1
2370,"""云科数码店""",449.0,河北 石家庄,1
2371,"""谢玟裕""",217.0,广东 深圳,1
2372,"""荣耀官方旗舰店""",203.0,广东 深圳,1
2373,"""领全中心""",145.0,广东 深圳,1
2374,"""yhblovehy""",12.0,广东 深圳,1
2375,"""君问数码官方旗舰店""",112.0,浙江 杭州,1
2376,"""年年盛商贸""",323.0,广东 深圳,1
2377,"""天乐时尚数码""",115.0,广东 深圳,1
2378,"""艾尚饮手机""",73.0,广东 深圳,1
2379,"""赛西湖""",2414.0,浙江 杭州,1
2380,"""创宇嘉汇数码专营店""",46.0,广东 深圳,1
2381,"""徐光赏""",216.0,江苏 常州,1
2382,"""飞利浦官方旗舰店""",1190.0,上海,1
2383,"""热图数码专营店""",508.0,广东 深圳,1
2384,"""晨颖通讯""",518.0,广东 广州,1
2385,"""赵飞虹""",43.0,广东 深圳,1
2386,"""微笑的企业店""",81.0,广东 深圳,1
2387,"""tb365921565""",332.0,广东 深圳,1
2388,"""swzheng168""",591.0,广东 深圳,1
2389,"""茂鹏数码专营店""",6919.0,广东 深圳,1
2390,"""三际数码官方旗舰店""",382.0,山东 济南,1
2391,"""宜必宜""",224.0,广东 深圳,1
2392,"""天讯蓝图数码专营店""",1575.0,广东 深圳,1
2393,"""tb1185352_2012""",1258.0,广东 深圳,1
2394,"""轻松换数码旗舰店""",433.0,北京,1
2395,"""大时代女人街""",149.0,上海,1
2396,"""闹闹公主2011""",1224.0,广东 深圳,1
2397,"""xwzz1993""",508.0,广东 深圳,1
2398,"""优乐渼""",6.0,广东 深圳,1
2399,"""天骐骏通信商城""",545.0,广东 深圳,1
2400,"""乐淘乐数码专营店""",92.0,广东 深圳,1
2401,"""诚亨通讯""",825.0,广东 深圳,1
2402,"""能良数码官方旗舰店""",199.0,上海,1
2403,"""中国移动官方旗舰店""",404.0,浙江 杭州,1
2404,"""创于佳讯数码专营店""",1792.0,广东 深圳,1
2405,"""廉诚通讯特许经营店""",664.0,上海,1
2406,"""晓园数码55""",1220.0,广东 深圳,1
2407,"""qq13543318164""",64.0,广东 深圳,1
2408,"""博盛景数码专营店""",366.0,广东 深圳,1
2409,"""卓瓦数码专营店""",37.0,上海,1
2410,"""数码王子购购购""",600.0,广东 深圳,1
2411,"""69铺小a""",276.0,广东 深圳,1
2412,"""昭华数码专营店""",211.0,广东 深圳,1
2413,"""和来达数码专营店""",86.0,广东 深圳,1
2414,"""zhaoyongbo94521""",224.0,河北 石家庄,1
2415,"""能良数码官方旗舰店""",62.0,上海,1
2416,"""tb1185352_2012""",338.0,广东 深圳,1
2417,"""hdjkgll""",227.0,上海,1
2418,"""旭远数码专营店""",95.0,上海,1
2419,"""zhang2337113""",197.0,上海,1
2420,"""三际数码官方旗舰店""",50.0,山东 济南,1
2421,"""小辣椒搜客专卖店""",44.0,广东 深圳,1
2422,"""桃花数码""",270.0,山东 济南,1
2423,"""oppo聚洪欧珀专卖店""",78.0,湖北 武汉,1
2424,"""oppo官方旗舰店""",20.0,广东 东莞,1
2425,"""京合旗舰店""",4623.0,安徽 合肥,1
2426,"""蓝港数码专营店""",18.0,广东 深圳,1
2427,"""尼凯恩旗舰店""",803.0,广东 深圳,1
2428,"""春江哥""",176.0,四川 成都,1
2429,"""出尘品牌店""",86.0,北京,1
2430,"""heilonlong""",70.0,上海,1
2431,"""雨夹雪91""",902.0,广东 广州,1
2432,"""oksj数码旗舰店""",28.0,广东 深圳,1
2433,"""鸿翔购物网""",195.0,广东 深圳,1
2434,"""悦动数码店""",870.0,广东 深圳,1
2435,"""晋商数码专营店""",103.0,北京,1
2436,"""oppo平实专卖店""",58.0,广东 广州,1
2437,"""华飞数码专营店""",417.0,上海,1
2438,"""苏宁易购官方旗舰店""",68.0,江苏 南京,1
2439,"""晋商数码专营店""",182.0,北京,1
2440,"""卓瓦数码专营店""",333.0,上海,1
2441,"""eason98765""",291.0,上海,1
2442,"""陈锋2009""",1339.0,广东 深圳,1
2443,"""雅欣9通讯""",25.0,广东 深圳,1
2444,"""钓鱼岛就是中国领土""",820.0,湖北 武汉,1
2445,"""环慧数码""",726.0,广东 深圳,1
2446,"""中国移动官方旗舰店""",962.0,浙江 杭州,1
2447,"""连盛数码专营店""",186.0,广东 深圳,1
2448,"""苏宁易购官方旗舰店""",734.0,江苏 南京,1
2449,"""乾运通讯""",478.0,广东 深圳,1
2450,"""wxy优优""",770.0,广东 深圳,1
2451,"""可妮55""",206.0,广东 深圳,1
2452,"""添铖贸易""",184.0,广东 深圳,1
2453,"""小乔淘淘购""",60.0,广东 广州,1
2454,"""小城大爱a""",172.0,广东 深圳,1
2455,"""豪置数码专营店""",101.0,上海,1
2456,"""鸿威通讯""",446.0,上海,1
2457,"""佳惠兴通数码专营店""",154.0,广东 深圳,1
2458,"""大爱无疆191800""",30.0,广东 深圳,1
2459,"""蝶念花儿花念蝶""",109.0,广东 深圳,1
2460,"""捷路通数码专营店""",35.0,广东 深圳,1
2461,"""鑫睿诚数码专营店""",740.0,广东 深圳,1
2462,"""缘落花开0102""",175.0,北京,1
2463,"""淘贝贝小店""",94.0,广东 深圳,1
2464,"""商城质量""",25.0,广东 深圳,1
2465,"""魅立数码专营店""",275.0,广东 深圳,1
2466,"""tb38121130""",128.0,广东 深圳,1
2467,"""鸿威通讯""",937.0,上海,1
2468,"""ryang275492354""",199.0,四川 成都,1
2469,"""engnet""",1760.0,广东 广州,1
2470,"""engnet""",650.0,广东 广州,1
2471,"""星杰科技""",515.0,广东 深圳,1
2472,"""苏宁易购官方旗舰店""",5413.0,江苏 南京,1
2473,"""尹过亿2016""",74.0,广东 深圳,1
2474,"""不渝8600658""",155.0,广东 深圳,1
2475,"""风一花雪月""",533.0,河南 郑州,1
2476,"""鱼得水_168""",209.0,广东 深圳,1
2477,"""纽曼手机旗舰店""",88.0,北京,1
2478,"""谢萍玲""",121.0,广东 深圳,1
2479,"""雅馨数码城""",71.0,广东 深圳,1
2480,"""国泰数码行""",335.0,广东 深圳,1
2481,"""百分百购物网""",57.0,广东 深圳,1
2482,"""赛西湖""",838.0,浙江 杭州,1
2483,"""情谊国际数码""",29.0,广东 深圳,1
2484,"""京合旗舰店""",1215.0,安徽 合肥,1
2485,"""卓瓦数码专营店""",118.0,上海,1
2486,"""享乐阁""",201.0,上海,1
2487,"""同步飞扬数码专营店""",589.0,广东 深圳,1
2488,"""偶是胖纸偶骄傲""",442.0,广东 广州,1
2489,"""恒信数码1688""",366.0,广东 深圳,1
2490,"""随风飞扬y""",221.0,广东 深圳,1
2491,"""bihee旗舰店""",487.0,上海,1
2492,"""vivo天诚专卖店""",855.0,广东 东莞,1
2493,"""三际数码官方旗舰店""",2632.0,山东 济南,1
2494,"""乐自由数码专营店""",37.0,北京,1
2495,"""皓轩福旭专卖店""",315.0,广东 深圳,1
2496,"""株洲宝宝""",509.0,广东 深圳,1
2497,"""tb9173203_00""",23.0,广东 广州,1
2498,"""一朵花的记忆""",1093.0,广东 深圳,1
2499,"""手机_小秘""",1748.0,上海,1
2500,"""隆兴数码8""",93.0,广东 广州,1
2501,"""hanrunfu007""",290.0,广东 深圳,1
2502,"""海派大心心""",226.0,广东 深圳,1
2503,"""田田tiantian11""",55.0,广东 深圳,1
2504,"""华南无线城""",1196.0,广东 深圳,1
2505,"""中国移动官方旗舰店""",84.0,浙江 杭州,1
2506,"""华南无线城""",368.0,广东 深圳,1
2507,"""东旭启信数码专营店""",4530.0,广东 深圳,1
2508,"""天讯蓝图数码专营店""",152.0,广东 深圳,1
2509,"""阿凡提商城""",1202.0,河南 郑州,1
2510,"""春江哥""",1065.0,四川 成都,1
2511,"""oppo欧曙专卖店""",3100.0,上海,1
2512,"""徐光赏""",472.0,江苏 常州,1
2513,"""云腾数码商城""",1135.0,河南 郑州,1
2514,"""成都长庚""",327.0,四川 成都,1
2515,"""tb412290611""",62.0,上海,1
2516,"""josie哟""",153.0,广东 深圳,1
2517,"""你是猪吗19991029""",27.0,广东 深圳,1
2518,"""御猫科技88""",658.0,广东 深圳,1
2519,"""苏宁易购官方旗舰店""",3345.0,江苏 南京,1
2520,"""中国移动官方旗舰店""",2428.0,浙江 杭州,1
2521,"""苏宁易购官方旗舰店""",10813.0,江苏 南京,1
2522,"""当乐手机""",261.0,上海,1
2523,"""广东电信亿品汇专卖店""",124.0,广东 深圳,1
2524,"""tb892386880""",297.0,江苏 南京,1
2525,"""能良数码官方旗舰店""",35.0,上海,1
2526,"""光头先僧""",463.0,广东 深圳,1
2527,"""京联通达数码旗舰店""",27.0,北京,1
2528,"""中国移动官方旗舰店""",45.0,浙江 杭州,1
2529,"""fans潮流店""",88.0,上海,1
2530,"""chenghong301314""",285.0,广东 深圳,1
2531,"""鼎峰数码专营店""",424.0,广东 深圳,1
2532,"""航宇66688""",125.0,广东 深圳,1
2533,"""oppo酷炫专卖店""",139.0,浙江 杭州,1
2534,"""卓瓦数码专营店""",390.0,上海,1
2535,"""阳光数码通讯专卖""",67.0,广东 深圳,1
2536,"""tb20190735""",55.0,广东 深圳,1
2537,"""金诺手机专营店""",119.0,广东 深圳,1
2538,"""古龙圣宝""",1106.0,北京,1
2539,"""白淘淘328""",1566.0,广东 深圳,1
2540,"""快乐宝贝20130820""",26.0,广东 深圳,1
2541,"""苏宁易购官方旗舰店""",65.0,江苏 南京,1
2542,"""福禄网游数卡专营店""",607.0,湖北 武汉,1
2543,"""硕王东鑫城专卖店""",114.0,广东 深圳,1
2544,"""hailang9998""",229.0,广东 深圳,1
2545,"""西北狂战""",18.0,广东 深圳,1
2546,"""vivo天诚专卖店""",94.0,广东 东莞,1
2547,"""时尚之都_小叮当""",60.0,广东 深圳,1
2548,"""oppo谦亨专卖""",473.0,北京,1
2549,"""纽曼深圳专卖店""",2328.0,广东 深圳,1
2550,"""深圳龙讯数码""",344.0,广东 深圳,1
2551,"""华为莫问专卖店""",18.0,浙江 杭州,1
2552,"""tb1185352_2012""",453.0,广东 深圳,1
2553,"""淘金数码g网""",222.0,广东 深圳,1
2554,"""泉兴时尚数码店""",969.0,山东 济南,1
2555,"""能良数码官方旗舰店""",35.0,上海,1
2556,"""三际数码官方旗舰店""",121.0,山东 济南,1
2557,"""华为莫问专卖店""",2422.0,浙江 杭州,1
2558,"""tb1185352_2012""",739.0,广东 深圳,1
2559,"""苏宁易购官方旗舰店""",81.0,江苏 南京,1
2560,"""国货平价网""",1168.0,广东 深圳,1
2561,"""紫向日葵""",1735.0,北京,1
2562,"""天天购物精品商城""",51.0,广东 深圳,1
2563,"""耿58318595""",208.0,广东 深圳,1
2564,"""阳光通讯数码""",95.0,广东 深圳,1
2565,"""徐光赏""",150.0,江苏 常州,1
2566,"""苏宁易购官方旗舰店""",387.0,江苏 南京,1
2567,"""优一贸易""",436.0,广东 深圳,1
2568,"""谌芬0755""",931.0,广东 深圳,1
2569,"""tb37862524""",56.0,广东 深圳,1
2570,"""龙卷风3c数码科技""",3360.0,浙江 温州,1
2571,"""玄子127""",35.0,江苏 常州,1
2572,"""天杰数码专营店""",93.0,四川 成都,1
2573,"""一直等待1994""",200.0,广东 深圳,1
2574,"""龙龙发财688""",124.0,广东 惠州,1
2575,"""yi时代创新jun1687""",402.0,广东 深圳,1
2576,"""中国酷数码""",166.0,上海,1
2577,"""同迅数码专营店""",29.0,辽宁 大连,1
2578,"""yhblovehy""",163.0,广东 深圳,1
2579,"""百嘉数码8""",73.0,广东 广州,1
2580,"""三际数码官方旗舰店""",255.0,山东 济南,1
2581,"""vivo天诚专卖店""",4158.0,广东 东莞,1
2582,"""vivo官方旗舰店""",321.0,广东 东莞,1
2583,"""wezebaba""",11.0,广东 深圳,1
2584,"""天安电子数码""",588.0,广东 广州,1
2585,"""乐申商城""",59.0,广东 深圳,1
2586,"""情谊国际数码""",86.0,广东 深圳,1
2587,"""亿智之星""",59.0,广东 深圳,1
2588,"""鑫睿诚数码专营店""",285.0,广东 深圳,1
2589,"""wrvin2009""",539.0,广东 深圳,1
2590,"""友铭数码通讯""",50.0,上海,1
2591,"""妹丝圆圆""",65.0,广东 深圳,1
2592,"""德隆兴盛数码专营店""",78.0,广东 深圳,1
2593,"""武汉电信旗舰""",1055.0,湖北 武汉,1
2594,"""沃晟智能设备专营店""",118.0,广东 深圳,1
2595,"""tb250568531""",80.0,广东 深圳,1
2596,"""宝贝美乐淘""",86.0,广东 深圳,1
2597,"""问鼎数码专营店""",160.0,上海,1
2598,"""三际数码官方旗舰店""",88.0,山东 济南,1
2599,"""享乐阁""",117.0,上海,1
2600,"""恒盛纪元数码专营店""",187.0,四川 成都,1
2601,"""苏宁易购官方旗舰店""",1069.0,江苏 南京,1
2602,"""金色世界通讯""",163.0,上海,1
2603,"""久汇数码专营店""",97.0,广东 深圳,1
2604,"""潍坊联通官方旗舰店""",845.0,广东 深圳,1
2605,"""哥小哥数码专营店""",1437.0,广东 深圳,1
2606,"""广东电信亿品汇专卖店""",41.0,广东 深圳,1
2607,"""同步飞扬数码专营店""",22.0,广东 深圳,1
2608,"""魅立数码专营店""",78.0,广东 深圳,1
2609,"""639通讯""",122.0,广东 深圳,1
2610,"""蓝港数码专营店""",24.0,广东 深圳,1
2611,"""www2567762""",119.0,上海,1
2612,"""缘落花开0102""",683.0,北京,1
2613,"""深港批发直销""",57.0,广东 深圳,1
2614,"""tb47771451""",74.0,广东 深圳,1
2615,"""wangjuanjuanever""",72.0,上海,1
2616,"""皓轩赛罗敷专卖店""",192.0,广东 深圳,1
2617,"""风华绝代小嗨嗨""",28.0,广东 深圳,1
2618,"""新力通数码""",18.0,广东 深圳,1
2619,"""宇小桀""",86.0,广东 深圳,1
2620,"""zhanghaiyong868""",200.0,江苏 南京,1
2621,"""苏苏通讯""",1691.0,广东 深圳,1
2622,"""苯女人86""",60.0,广东 广州,1
2623,"""纯林伟业数码专营店""",84.0,广东 深圳,1
2624,"""tb646095374""",83.0,广东 深圳,1
2625,"""深圳市乐享数码""",2551.0,广东 深圳,1
2626,"""擎天柱0626""",49.0,广东 深圳,1
2627,"""鲁信数码科技公司""",937.0,河南 郑州,1
2628,"""尤里xx""",1667.0,江苏 南京,1
2629,"""鸿威通讯""",607.0,上海,1
2630,"""优爱特手机专营店""",292.0,北京,1
2631,"""鑫睿诚数码专营店""",3501.0,广东 深圳,1
2632,"""炜广天成数码专营店""",4451.0,广东 深圳,1
2633,"""三金1318""",130.0,广东 深圳,1
2634,"""69铺小a""",876.0,广东 深圳,1
2635,"""南南jd""",37.0,广东 深圳,1
2636,"""肥鹏展翅""",1718.0,广东 深圳,1
2637,"""cml59500""",72.0,浙江 杭州,1
2638,"""华阳sports""",73.0,广东 深圳,1
2639,"""大运淘""",94.0,广东 深圳,1
2640,"""深圳万通达数码""",26.0,广东 深圳,1
2641,"""天讯蓝图数码专营店""",185.0,广东 深圳,1
2642,"""金运通""",87.0,北京,1
2643,"""wufan0303""",36.0,广东 深圳,1
2644,"""女人街美衣""",78.0,广东 深圳,1
2645,"""啄木鸟掌柜""",36.0,广东 深圳,1
2646,"""诚亨通讯""",19.0,广东 深圳,1
2647,"""友铭数码通讯""",36.0,上海,1
2648,"""朵唯官方旗舰店""",34.0,广东 深圳,1
2649,"""博盛景数码专营店""",411.0,广东 深圳,1
2650,"""恒盛纪元数码专营店""",54.0,广东 东莞,1
2651,"""oppo手机企业商城""",98.0,湖南 长沙,1
2652,"""chenghong301314""",758.0,广东 深圳,1
2653,"""君胜数码专营店""",50.0,广东 深圳,1
2654,"""yy_sky_2008""",283.0,广东 东莞,1
2655,"""京联通达数码旗舰店""",23.0,北京,1
2656,"""大时代女人街""",130.0,上海,1
2657,"""久汇数码专营店""",74.0,广东 深圳,1
2658,"""oksj数码旗舰店""",159.0,广东 深圳,1
2659,"""治辰腾远""",135.0,上海,1
2660,"""佳欣共创科技""",2024.0,广东 深圳,1
2661,"""异维数码专营店""",99.0,广东 深圳,1
2662,"""旭远数码专营店""",61.0,上海,1
2663,"""tb27824012""",358.0,广东 深圳,1
2664,"""三际数码官方旗舰店""",616.0,山东 济南,1
2665,"""佳欣共创科技""",746.0,广东 深圳,1
2666,"""兴圣宇数码专营店""",78.0,广东 深圳,1
2667,"""兴圣宇数码专营店""",38.0,广东 深圳,1
2668,"""朵儿妈的生活""",43.0,广东 深圳,1
2669,"""纽曼手机旗舰店""",2245.0,北京,1
2670,"""奥尔玛购物""",401.0,广东 深圳,1
2671,"""飞鸿数码旗舰店""",70.0,湖南 长沙,1
2672,"""随风飞扬y""",460.0,广东 深圳,1
2673,"""苏宁易购官方旗舰店""",154.0,江苏 南京,1
2674,"""能良数码官方旗舰店""",96.0,上海,1
2675,"""完美数码通讯168""",44.0,上海,1
2676,"""hanrunfu007""",158.0,广东 深圳,1
2677,"""炜广天成数码专营店""",2669.0,广东 深圳,1
2678,"""tb168882019""",239.0,上海,1
2679,"""世光创展数码专营店""",29.0,广东 深圳,1
2680,"""四知轩数码专营""",81.0,广东 深圳,1
2681,"""米莜数码专营店""",56.0,湖北 武汉,1
2682,"""卓尔优数码""",197.0,上海,1
2683,"""爱有信科技企业店""",174.0,湖北 武汉,1
2684,"""瑞福杰""",54.0,广东 深圳,1
2685,"""一朵花的记忆""",218.0,广东 深圳,1
2686,"""lujun130306""",110.0,广东 深圳,1
2687,"""优源数码专营店""",295.0,广东 深圳,1
2688,"""久汇数码专营店""",42.0,广东 深圳,1
2689,"""晋商数码专营店""",35.0,北京,1
2690,"""海派手机""",66.0,广东 深圳,1
2691,"""能良数码官方旗舰店""",301.0,上海,1
2692,"""数码王子购购购""",261.0,广东 深圳,1
2693,"""百佳131""",178.0,广东 珠海,1
2694,"""zhanchao14214353""",259.0,山东 济宁,1
2695,"""东旭启信数码专营店""",2319.0,广东 深圳,1
2696,"""翼天下天翼电信旗舰店""",1640.0,江苏 南京,1
2697,"""红鸟手机旗舰店""",7254.0,广东 深圳,1
2698,"""达诚数码商城""",229.0,广东 深圳,1
2699,"""创汇通达数码旗舰店""",219.0,北京,1
2700,"""中国移动官方旗舰店""",488.0,浙江 杭州,1
2701,"""君胜数码专营店""",530.0,广东 深圳,1
2702,"""china手机城""",79.0,广东 东莞,1
2703,"""博海宇通数码专营店""",787.0,北京,1
2704,"""奥威国际数码""",116.0,广东 深圳,1
2705,"""香格国际""",87.0,广东 广州,1
2706,"""雅雅小发""",722.0,广东 深圳,1
2707,"""七小格服饰有限公司""",68.0,广东 深圳,1
2708,"""咪咕官方旗舰店""",27.0,浙江 杭州,1
2709,"""网能恒业数码专营店""",340.0,广东 深圳,1
